FIPS,Year,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_Income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_Access,Park_Distance,Walkscore,Walkscore_Percentile,Tob_Retailer_Per_1000,Felony_Per_1000,GINI,SVI_Themes_Total,SVI_Flags,Housing_Violations_Per_1000,Voter Turnout,Turnout Quartile
36047080200,2016,1,5115,0.08,0.8,0.0,0.02,0.0,0.1,0.0,0.14,0.56,0.44,0.81,0.19,0.01,0.06,0.3,0.2,0.24,0.08,0.09,0.12,0.25,42652,0.12,0.13,0.87,0.14,0.15,0.00,0.53,0.41,0.09,0.22,3.91,0,1.07312806,0.4443,3,2,10,0.4674,0.8036,1,524,0.25,3
36047080400,2016,1,3169,0.08,0.78,0.0,0.08,0.0,0.05,0.01,0.08,0.57,0.43,0.76,0.24,0.03,0.07,0.28,0.19,0.25,0.05,0.13,0.04,0.31,32978,0.17,0.22,0.78,0.04,0.30,0.11,0.44,0.40,0.03,0.29,3.533,0,1.09048123,-0.2569,3,1,13,0.4855,0.8729,2,431,0.25,3
36047080600,2016,1,3892,0.43,0.54,0.0,0.0,0.0,0.01,0.01,0.04,0.63,0.37,0.84,0.16,0.01,0.03,0.31,0.26,0.15,0.08,0.15,0.07,0.23,41167,0.13,0.08,0.92,0.00,0.16,0.00,0.43,0.54,0.07,0.40,3.26,0,1.05157492,0.2083,3,1,12,0.4181,0.8517,1,796,0.25,3
36047080800,2016,1,1210,0.09,0.58,0.0,0.16,0.0,0.18,0.0,0.19,0.48,0.52,0.76,0.24,0.11,0.03,0.32,0.14,0.09,0.02,0.29,0.72,0.73,11012,0.78,0.12,0.88,,0.20,0.04,0.04,0.88,0.12,0.39,3.42,0,,0.3683,3,0,70,0.2637,0.9709,10,,0.25,3
36047081000,2016,1,2196,0.05,0.85,0.01,0.04,0.0,0.03,0.03,0.05,0.62,0.38,0.89,0.11,0.03,0.0,0.34,0.2,0.26,0.11,0.03,0.03,0.23,48239,0.12,0.10,0.90,0.03,0.14,0.02,0.59,0.36,0.05,0.23,3.333,0,1.130977404,0.2108,3,1,12,0.4739,0.8045,0,402,0.25,3
36047081400,2016,1,2688,0.0,0.91,0.0,0.03,0.01,0.03,0.02,0.09,0.46,0.54,0.8,0.2,0.03,0.04,0.31,0.22,0.25,0.05,0.1,0.06,0.27,40993,0.14,0.17,0.83,0.00,0.27,0.00,0.54,0.45,0.05,0.20,5.761,0,1.355254603,0.9456,4,1,13,0.4678,0.8212,1,161,0.25,3
36047081600,2016,1,2773,0.01,0.89,0.0,0.04,0.0,0.04,0.02,0.06,0.43,0.57,0.79,0.21,0.0,0.04,0.37,0.18,0.21,0.08,0.11,0.08,0.21,45573,0.11,0.17,0.83,0.08,0.22,0.07,0.39,0.49,0.06,0.35,6.932,0,1.393073587,0.7012,4,1,14,0.4197,0.8538,2,617,0.25,3
36047081800,2016,1,4560,0.11,0.77,0.0,0.03,0.0,0.07,0.02,0.24,0.46,0.54,0.73,0.27,0.02,0.03,0.29,0.19,0.19,0.08,0.17,0.05,0.30,45556,0.08,0.17,0.83,0.01,0.24,0.07,0.42,0.48,0.02,0.36,8.124,0,1.381459721,0.9401,4,1,14,0.4459,0.855,2,395,0.25,3
36047082000,2016,1,5023,0.04,0.86,0.0,0.02,0.0,0.05,0.04,0.09,0.46,0.54,0.72,0.28,0.02,0.03,0.4,0.22,0.17,0.02,0.14,0.06,0.20,42458,0.13,0.20,0.80,0.02,0.28,0.10,0.47,0.38,0.03,0.26,7.166,0,1.339023101,1.0796,4,1,18,0.5859,0.8179,2,744,0.25,3
36047082200,2016,1,7326,0.07,0.84,0.0,0.01,0.0,0.06,0.03,0.13,0.5,0.5,0.8,0.2,0.01,0.02,0.28,0.29,0.2,0.04,0.15,0.08,0.22,39606,0.12,0.17,0.83,0.00,0.27,0.04,0.46,0.42,0.02,0.29,7.095,0,1.293700378,1.0664,4,0,7,0.4596,0.9033,0,752,0.25,3
36047082400,2016,1,4004,0.03,0.87,0.0,0.0,0.0,0.06,0.03,0.09,0.45,0.55,0.75,0.25,0.02,0.05,0.4,0.18,0.21,0.02,0.11,0.06,0.22,40938,0.15,0.22,0.78,0.01,0.33,0.03,0.40,0.42,0.01,0.31,3.685,0,1.480944104,1.5135,4,1,22,0.4882,0.7999,1,461,0.25,3
36047082600,2016,1,5271,0.01,0.95,0.0,0.0,0.0,0.02,0.02,0.07,0.43,0.57,0.74,0.26,0.04,0.06,0.29,0.25,0.18,0.04,0.12,0.06,0.21,37708,0.19,0.16,0.84,0.07,0.22,0.01,0.45,0.46,0.06,0.27,3.303,0,1.452416355,1.2887,4,1,13,0.4825,0.8135,2,509,0.24,3
36047082800,2016,1,3751,0.06,0.86,0.0,0.05,0.0,0.03,0.0,0.09,0.45,0.55,0.76,0.24,0.02,0.02,0.4,0.16,0.23,0.09,0.08,0.11,0.16,51050,0.14,0.17,0.83,0.15,0.21,0.00,0.52,0.35,0.01,0.23,3.017,0,1.359319271,1.0468,4,2,20,0.4546,0.8001,1,680,0.24,3
36047083000,2016,1,6484,0.02,0.91,0.0,0.02,0.0,0.03,0.02,0.06,0.3,0.7,0.68,0.32,0.02,0.05,0.41,0.18,0.22,0.07,0.06,0.03,0.13,47403,0.07,0.16,0.85,0.09,0.19,0.03,0.45,0.45,0.02,0.34,3.07,0,0.941854405,0.2836,3,0,12,0.3951,0.7479,1,934,0.25,3
36047083200,2016,1,2238,0.07,0.85,0.01,0.03,0.0,0.02,0.02,0.05,0.51,0.49,0.87,0.13,0.02,0.02,0.27,0.24,0.24,0.09,0.12,0.01,0.04,63000,0.13,0.11,0.90,0.00,0.17,0.00,0.62,0.36,0.09,0.15,3.084,0,0.667703996,-0.4011,3,0,9,0.399,0.6302,0,124,0.25,3
36047083400,2016,1,1466,0.06,0.91,0.0,0.0,0.0,0.02,0.01,0.05,0.49,0.51,0.95,0.05,0.0,0.05,0.32,0.22,0.22,0.09,0.08,0.01,0.08,75819,0.13,0.06,0.94,0.00,0.09,0.00,0.75,0.30,0.05,0.11,2.906,0,0.510058933,-0.5625,3,1,17,0.3545,0.3453,0,,0.25,3
36047083600,2016,1,1990,0.01,0.93,0.0,0.02,0.0,0.0,0.03,0.01,0.51,0.49,0.87,0.13,0.01,0.04,0.31,0.2,0.27,0.09,0.05,0.02,0.09,54286,0.14,0.11,0.89,0.09,0.13,0.07,0.73,0.31,0.05,0.10,2.728,0,0.676375827,-1.2951,2,1,9,0.4516,0.6617,1,191,0.25,3
36047083800,2016,1,2545,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.5,0.91,0.09,0.02,0.03,0.28,0.24,0.29,0.08,0.06,0.00,0.08,77667,0.07,0.09,0.91,0.08,0.12,0.01,0.66,0.32,0.10,0.13,2.884,0,0.717349647,-1.1392,2,0,7,0.3623,0.4146,0,,0.25,3
36047084000,2016,1,2363,0.08,0.8,0.0,0.01,0.0,0.08,0.03,0.1,0.51,0.49,0.88,0.12,0.02,0.06,0.31,0.21,0.24,0.07,0.09,0.07,0.04,52804,0.12,0.08,0.92,0.04,0.11,0.01,0.61,0.37,0.06,0.23,2.83,0,1.274293188,-0.4724,3,2,8,0.3991,0.7517,0,109,0.25,3
36047084600,2016,1,1555,0.01,0.95,0.01,0.0,0.0,0.02,0.01,0.02,0.38,0.62,0.87,0.13,0.0,0.06,0.36,0.19,0.22,0.09,0.06,0.04,0.16,57125,0.09,0.10,0.90,0.05,0.16,0.01,0.60,0.47,0.08,0.20,2.915,0,1.811756921,0.0352,3,1,14,0.4236,0.6002,2,220,0.25,3
36047084800,2016,1,1810,0.0,0.96,0.01,0.03,0.0,0.0,0.0,0.01,0.45,0.55,0.83,0.17,0.05,0.04,0.38,0.19,0.17,0.12,0.07,0.01,0.16,51923,0.16,0.10,0.90,0.00,0.17,0.00,0.47,0.51,0.04,0.35,3.014,0,1.404422418,-0.1431,3,0,13,0.6178,0.5648,1,,0.25,3
36047085000,2016,1,1642,0.02,0.95,0.0,0.0,0.01,0.0,0.02,0.05,0.71,0.29,0.94,0.06,0.0,0.03,0.42,0.23,0.23,0.07,0.02,0.00,0.09,64831,0.09,0.08,0.92,0.03,0.13,0.02,0.58,0.43,0.03,0.27,2.994,0,1.23331311,-0.2484,3,1,14,0.3623,0.5646,1,,0.25,3
36047085200,2016,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00,0.00,,0.00,0.00,1.00,,0.00,,1.00,1.00,0.00,0.00,2.804,0,,0.063,4,0,,,,,,0.25,3
36047085400,2016,1,1804,0.0,0.94,0.0,0.0,0.0,0.02,0.04,0.06,0.42,0.58,0.84,0.16,0.02,0.02,0.36,0.18,0.28,0.06,0.06,0.07,0.05,40481,0.11,0.09,0.91,0.00,0.13,0.00,0.60,0.39,0.07,0.21,3.032,0,1.21121642,0.0293,3,0,11,0.3953,0.5297,1,226,0.25,3
36047085600,2016,1,3521,0.0,0.96,0.0,0.01,0.0,0.01,0.02,0.1,0.44,0.56,0.8,0.2,0.01,0.02,0.3,0.22,0.31,0.07,0.05,0.02,0.08,51875,0.10,0.23,0.77,0.09,0.30,0.10,0.58,0.25,0.07,0.10,3.651,0,1.437490228,0.7414,4,0,10,0.4116,0.5408,1,880,0.25,3
36047085800,2016,1,2378,0.03,0.92,0.0,0.02,0.0,0.02,0.02,0.02,0.46,0.54,0.76,0.24,0.01,0.02,0.38,0.23,0.17,0.04,0.14,0.05,0.16,47670,0.11,0.15,0.85,0.03,0.23,0.06,0.46,0.47,0.07,0.25,3.631,0,1.424557598,0.7405,4,1,5,0.3732,0.7537,1,329,0.25,3
36047086000,2016,1,3398,0.01,0.96,0.0,0.02,0.0,0.01,0.0,0.08,0.46,0.54,0.78,0.22,0.03,0.03,0.36,0.2,0.25,0.03,0.1,0.05,0.19,40963,0.13,0.11,0.89,0.02,0.16,0.04,0.52,0.42,0.06,0.27,3.539,0,1.361095721,0.2273,3,2,7,0.4254,0.8175,1,357,0.25,3
36047086200,2016,1,2926,0.0,0.94,0.0,0.0,0.0,0.05,0.01,0.04,0.37,0.63,0.76,0.24,0.02,0.03,0.44,0.21,0.21,0.02,0.07,0.08,0.12,40385,0.15,0.17,0.83,0.11,0.23,0.00,0.55,0.34,0.09,0.17,3.528,0,1.342299996,0.3573,3,0,11,0.4679,0.7638,1,398,0.25,3
36047086400,2016,1,2376,0.0,0.93,0.0,0.01,0.0,0.03,0.03,0.05,0.48,0.52,0.88,0.12,0.04,0.02,0.29,0.25,0.22,0.07,0.1,0.02,0.10,62798,0.16,0.14,0.86,0.01,0.20,0.05,0.57,0.33,0.05,0.23,7.693,0,1.108775713,0.9558,4,1,7,0.4164,0.678,1,458,0.25,3
36047086600,2016,1,3084,0.02,0.95,0.0,0.0,0.0,0.03,0.01,0.05,0.48,0.52,0.82,0.18,0.02,0.02,0.24,0.22,0.29,0.06,0.16,0.06,0.15,42179,0.09,0.12,0.88,0.03,0.17,0.04,0.51,0.46,0.05,0.28,4.785,0,0.967745508,0.7008,4,1,12,0.4553,0.7341,1,395,0.25,3
36047086800,2016,1,3102,0.07,0.89,0.0,0.02,0.0,0.01,0.02,0.05,0.38,0.62,0.72,0.28,0.03,0.02,0.43,0.2,0.15,0.05,0.11,0.10,0.22,40732,0.11,0.19,0.81,0.06,0.27,0.00,0.42,0.44,0.07,0.30,6.934,0,1.127356196,0.3395,3,2,27,0.4373,0.7512,0,347,0.25,3
36047087000,2016,1,3124,0.01,0.93,0.0,0.0,0.0,0.05,0.0,0.09,0.41,0.59,0.77,0.23,0.02,0.0,0.39,0.27,0.16,0.05,0.12,0.04,0.19,35606,0.13,0.15,0.85,0.04,0.22,0.03,0.51,0.41,0.05,0.24,5.532,0,1.228580316,0.3791,3,0,10,0.435,0.8676,1,393,0.25,3
36047087200,2016,1,2538,0.01,0.96,0.0,0.02,0.0,0.0,0.01,0.06,0.55,0.45,0.85,0.15,0.0,0.02,0.45,0.18,0.21,0.07,0.07,0.02,0.20,38604,0.14,0.06,0.94,0.00,0.10,0.00,0.58,0.46,0.07,0.24,7.424,0,1.300859027,0.5918,4,0,10,0.4258,0.7809,1,268,0.25,3
36047087401,2016,1,3395,0.05,0.88,0.0,0.01,0.0,0.05,0.01,0.1,0.49,0.51,0.79,0.21,0.05,0.01,0.4,0.21,0.15,0.02,0.15,0.13,0.34,25727,0.14,0.12,0.88,0.02,0.20,0.02,0.42,0.54,0.07,0.31,3.388,0,1.007161094,0.1987,3,0,14,0.5151,0.92,1,266,0.25,3
36047087600,2016,1,1630,0.24,0.69,0.0,0.01,0.0,0.01,0.05,0.08,0.72,0.28,0.92,0.08,0.09,0.04,0.28,0.26,0.17,0.08,0.08,0.06,0.12,39784,0.07,0.10,0.90,0.00,0.16,0.04,0.57,0.41,0.07,0.20,3.361,0,0.873954259,0.0207,3,0,20,0.4721,0.8346,0,1189,0.25,3
36047087800,2016,1,3504,0.01,0.94,0.0,0.01,0.0,0.03,0.01,0.08,0.43,0.57,0.69,0.31,0.08,0.07,0.42,0.11,0.15,0.01,0.15,0.04,0.45,44375,0.14,0.18,0.82,0.01,0.28,0.03,0.33,0.54,0.03,0.37,3.758,0,0.845878483,0.349,3,1,11,0.4177,0.9746,5,594,0.25,3
36047088000,2016,1,3202,0.04,0.95,0.0,0.0,0.0,0.01,0.01,0.07,0.48,0.52,0.83,0.17,0.02,0.03,0.29,0.24,0.27,0.06,0.09,0.00,0.14,55085,0.10,0.13,0.87,0.06,0.17,0.01,0.65,0.30,0.06,0.13,3.336,0,0.637396125,0.2319,3,1,21,0.3706,0.6304,0,442,0.25,3
36047088200,2016,1,6587,0.02,0.95,0.0,0.02,0.0,0.01,0.01,0.04,0.47,0.53,0.81,0.19,0.0,0.04,0.38,0.21,0.23,0.04,0.11,0.04,0.17,45072,0.09,0.16,0.84,0.03,0.24,0.02,0.55,0.38,0.04,0.21,3.547,0,0.611755233,0.7715,4,0,9,0.436,0.7263,1,281,0.25,3
36047088400,2016,1,5540,0.02,0.93,0.0,0.02,0.0,0.02,0.01,0.04,0.54,0.46,0.82,0.18,0.01,0.05,0.32,0.23,0.16,0.02,0.2,0.01,0.19,37446,0.09,0.22,0.78,0.06,0.32,0.02,0.46,0.41,0.03,0.24,3.437,0,0.463118144,0.6826,4,1,10,0.4695,0.7948,3,358,0.25,3
36047088600,2016,1,4321,0.0,0.93,0.0,0.0,0.0,0.03,0.02,0.09,0.51,0.49,0.79,0.21,0.01,0.04,0.38,0.21,0.16,0.03,0.15,0.03,0.22,37420,0.14,0.17,0.83,0.02,0.24,0.05,0.42,0.49,0.06,0.31,4.127,0,0.939704626,0.9475,4,0,12,0.4806,0.8053,1,599,0.25,3
36047088800,2016,1,3929,0.02,0.85,0.0,0.0,0.0,0.13,0.01,0.15,0.52,0.48,0.83,0.17,0.03,0.05,0.34,0.16,0.24,0.04,0.12,0.06,0.18,39049,0.13,0.13,0.87,0.06,0.17,0.07,0.48,0.47,0.05,0.31,6.6,0,1.191282851,1.1428,4,1,11,0.4442,0.8121,1,626,0.25,3
36047089000,2016,1,6781,0.04,0.91,0.0,0.0,0.0,0.04,0.0,0.09,0.6,0.4,0.78,0.22,0.08,0.06,0.41,0.16,0.16,0.02,0.12,0.00,0.39,29000,0.15,0.15,0.85,0.00,0.23,0.07,0.43,0.51,0.04,0.32,5.288,0,1.053043436,1.1318,4,1,10,0.4467,0.9726,6,441,0.25,3
36047089200,2016,1,3605,0.01,0.96,0.01,0.0,0.0,0.01,0.01,0.05,0.49,0.51,0.76,0.24,0.01,0.05,0.42,0.19,0.09,0.01,0.23,0.04,0.33,22293,0.11,0.23,0.77,0.08,0.34,0.03,0.34,0.52,0.04,0.33,3.336,0,0.498623922,1.0786,4,3,28,0.4167,0.9346,4,757,0.25,3
36047089400,2016,1,3879,0.04,0.89,0.0,0.01,0.0,0.04,0.01,0.1,0.65,0.35,0.83,0.17,0.02,0.04,0.43,0.21,0.18,0.04,0.07,0.03,0.29,41908,0.09,0.13,0.87,0.03,0.20,0.00,0.47,0.44,0.02,0.35,3.586,0,0.874261579,1.613,4,1,10,0.4554,0.8067,2,484,0.19,1
36047089600,2016,1,3258,0.02,0.89,0.0,0.06,0.0,0.04,0.0,0.04,0.47,0.53,0.7,0.3,0.01,0.07,0.49,0.19,0.1,0.04,0.08,0.03,0.24,34535,0.04,0.11,0.89,0.05,0.15,0.00,0.53,0.39,0.04,0.30,3.673,0,1.109561517,1.1971,4,2,19,0.4164,0.703,4,478,0.22,2
36047089800,2016,1,1822,0.06,0.91,0.0,0.0,0.0,0.02,0.0,0.09,0.67,0.33,0.83,0.17,0.01,0.04,0.42,0.23,0.18,0.04,0.09,0.01,0.32,39028,0.17,0.13,0.87,0.01,0.21,0.00,0.50,0.44,0.03,0.32,3.133,0,0.926754976,2.369,5,1,24,0.4234,0.7038,4,281,0.22,2
36047090000,2016,1,5671,0.05,0.84,0.0,0.0,0.0,0.11,0.01,0.17,0.71,0.29,0.88,0.12,0.02,0.05,0.33,0.26,0.14,0.03,0.17,0.09,0.35,28154,0.08,0.14,0.87,0.03,0.21,0.00,0.37,0.54,0.05,0.42,3.048,0,0.465835477,1.0106,4,1,19,0.4948,0.8797,4,141,0.19,1
36047090200,2016,1,3958,0.02,0.78,0.0,0.05,0.0,0.13,0.02,0.21,0.7,0.3,0.84,0.16,0.03,0.08,0.34,0.16,0.16,0.02,0.22,0.09,0.37,46987,0.22,0.14,0.86,0.07,0.20,0.00,0.32,0.63,0.03,0.47,3.084,0,0.819089023,1.7425,4,0,12,0.5083,0.9606,7,422,0.19,1
36047090600,2016,1,4394,0.08,0.7,0.01,0.01,0.0,0.2,0.0,0.33,0.76,0.24,0.84,0.16,0.02,0.06,0.3,0.16,0.16,0.02,0.29,0.11,0.46,18768,0.24,0.11,0.89,0.00,0.18,0.00,0.27,0.69,0.03,0.52,3.041,0,1.132514873,2.9711,5,4,22,0.5152,0.9719,9,100,0.19,1
36047090800,2016,1,4936,0.04,0.75,0.0,0.0,0.0,0.2,0.01,0.26,0.85,0.15,0.9,0.1,0.02,0.03,0.46,0.1,0.09,0.01,0.29,0.05,0.60,13235,0.23,0.08,0.92,0.05,0.12,0.02,0.24,0.80,0.04,0.58,3.041,0,1.179817808,4.3722,5,1,25,0.5373,0.9722,9,161,0.19,1
36047091000,2016,1,6469,0.09,0.82,0.0,0.0,0.0,0.06,0.03,0.23,0.87,0.13,0.93,0.07,0.04,0.01,0.29,0.24,0.1,0.0,0.31,0.13,0.69,11761,0.22,0.09,0.91,0.07,0.12,0.00,0.30,0.76,0.06,0.47,3.261,0,1.087360944,3.5947,5,0,12,0.4915,0.9755,9,25,0.19,1
36047091200,2016,1,6425,0.07,0.78,0.01,0.02,0.0,0.11,0.01,0.3,0.88,0.12,0.96,0.04,0.04,0.09,0.37,0.16,0.1,0.01,0.24,0.06,0.47,19427,0.25,0.10,0.91,0.07,0.12,0.04,0.28,0.71,0.04,0.51,3.25,0,1.104727081,3.2522,5,0,18,0.538,0.9567,9,,0.19,1
36047091600,2016,1,4324,0.01,0.91,0.0,0.0,0.0,0.05,0.04,0.09,0.72,0.28,0.84,0.16,0.02,0.08,0.39,0.19,0.11,0.02,0.19,0.02,0.36,27639,0.12,0.11,0.89,0.05,0.15,0.00,0.34,0.65,0.06,0.46,3.477,0,1.128916121,1.9474,4,2,12,0.5001,0.8886,5,312,0.22,2
36047091800,2016,1,2994,0.09,0.74,0.0,0.0,0.0,0.15,0.02,0.44,0.69,0.31,0.84,0.16,0.03,0.04,0.36,0.21,0.17,0.03,0.18,0.15,0.37,31447,0.15,0.15,0.85,0.04,0.21,0.08,0.44,0.51,0.04,0.34,3.428,0,1.10176755,2.8452,5,1,15,0.4824,0.9676,3,50,0.22,2
36047092000,2016,1,3366,0.04,0.88,0.02,0.0,0.0,0.06,0.0,0.14,0.76,0.24,0.93,0.07,0.03,0.08,0.29,0.22,0.18,0.05,0.14,0.01,0.34,33210,0.14,0.12,0.88,0.02,0.18,0.00,0.42,0.57,0.03,0.39,4.238,0,1.515211526,1.4157,4,0,18,0.5839,0.8507,2,301,0.22,2
36047092200,2016,1,2927,0.06,0.93,0.0,0.0,0.0,0.0,0.01,0.07,0.67,0.33,0.89,0.11,0.0,0.07,0.33,0.22,0.23,0.03,0.1,0.00,0.13,44375,0.11,0.20,0.80,0.22,0.23,0.07,0.57,0.34,0.06,0.14,5.979,0,1.54848267,1.1407,4,1,6,0.4056,0.5961,1,281,0.22,2
36047092400,2016,1,3133,0.01,0.95,0.0,0.0,0.0,0.04,0.0,0.08,0.61,0.39,0.88,0.12,0.02,0.06,0.37,0.18,0.2,0.04,0.12,0.02,0.28,37991,0.13,0.14,0.86,0.00,0.21,0.00,0.51,0.42,0.03,0.28,3.15,0,,2.6487,5,4,37,0.4393,0.883,2,220,0.19,1
36047092800,2016,1,2566,0.0,0.95,0.01,0.02,0.0,0.01,0.0,0.03,0.47,0.53,0.82,0.18,0.0,0.03,0.27,0.17,0.3,0.13,0.09,0.03,0.11,50788,0.08,0.15,0.85,0.03,0.21,0.00,0.66,0.25,0.05,0.11,5.455,0,1.453256841,0.8425,4,0,13,0.4136,0.539,1,177,0.25,3
36047093000,2016,1,2493,0.0,0.93,0.0,0.01,0.0,0.03,0.02,0.01,0.54,0.46,0.86,0.14,0.0,0.04,0.31,0.14,0.3,0.1,0.1,0.00,0.10,58289,0.11,0.15,0.85,0.20,0.16,0.00,0.64,0.36,0.03,0.15,3.359,0,1.556577601,0.8436,4,0,7,0.3953,0.5439,2,,0.25,3
36047093200,2016,1,1280,0.01,0.96,0.0,0.0,0.0,0.01,0.02,0.01,0.49,0.51,0.83,0.17,0.02,0.04,0.38,0.16,0.3,0.06,0.03,0.01,0.02,77750,0.06,0.10,0.90,0.05,0.14,0.00,0.64,0.35,0.12,0.11,2.855,0,,-0.735,2,0,14,0.3569,0.2964,1,,0.24,2
36047093400,2016,1,2492,0.03,0.92,0.0,0.01,0.0,0.03,0.0,0.07,0.41,0.59,0.84,0.16,0.03,0.04,0.28,0.22,0.27,0.07,0.07,0.04,0.09,52379,0.07,0.15,0.85,0.02,0.20,0.00,0.70,0.22,0.04,0.08,3.476,0,1.499763596,0.4119,3,0,11,0.4002,0.4169,1,227,0.25,3
36047093600,2016,1,1931,0.0,0.95,0.0,0.03,0.0,0.0,0.01,0.01,0.58,0.42,0.91,0.09,0.02,0.03,0.27,0.23,0.33,0.09,0.03,0.00,0.05,78063,0.06,0.09,0.91,0.10,0.10,0.03,0.70,0.33,0.06,0.13,3.468,0,1.447593399,0.3861,3,1,22,0.3528,0.4204,1,99,0.25,3
36047093800,2016,1,2191,0.02,0.97,0.0,0.0,0.0,0.0,0.01,0.01,0.49,0.51,0.79,0.21,0.02,0.03,0.35,0.2,0.21,0.04,0.13,0.02,0.28,32868,0.15,0.16,0.84,0.10,0.21,0.00,0.51,0.39,0.05,0.26,3.406,0,1.338258652,0.2992,3,0,15,0.5011,0.6828,1,275,0.25,3
36047094401,2016,1,3826,0.01,0.98,0.0,0.0,0.0,0.0,0.01,0.03,0.41,0.59,0.79,0.21,0.01,0.04,0.38,0.21,0.24,0.05,0.07,0.05,0.12,59620,0.17,0.14,0.86,0.02,0.20,0.05,0.61,0.33,0.08,0.15,2.813,0,1.694383612,0.2864,3,0,13,0.4162,0.6056,2,456,0.25,3
36047094402,2016,1,2723,0.16,0.8,0.01,0.01,0.0,0.01,0.0,0.15,0.84,0.16,0.96,0.04,0.02,0.06,0.36,0.2,0.16,0.01,0.18,0.06,0.33,27650,0.17,0.11,0.89,0.01,0.19,0.00,0.45,0.51,0.02,0.31,2.805,0,1.585702407,-0.2614,3,0,10,0.4053,0.9068,5,,0.25,3
36047094600,2016,1,1985,0.09,0.85,0.04,0.0,0.0,0.0,0.01,0.08,0.45,0.55,0.79,0.21,0.01,0.03,0.28,0.28,0.25,0.09,0.06,0.01,0.09,61750,0.12,0.13,0.87,0.00,0.21,0.00,0.63,0.32,0.11,0.12,3.015,0,,-0.0798,3,0,15,0.4451,0.651,1,250,0.25,3
36047095000,2016,1,3070,0.03,0.96,0.0,0.0,0.0,0.01,0.0,0.03,0.47,0.53,0.86,0.14,0.02,0.02,0.33,0.16,0.3,0.07,0.1,0.04,0.09,73750,0.13,0.09,0.91,0.01,0.12,0.02,0.65,0.33,0.06,0.16,2.804,0,1.511195119,-0.0921,3,0,14,0.3673,0.4967,1,61,0.25,3
36047095400,2016,1,4547,0.01,0.96,0.0,0.01,0.0,0.0,0.01,0.02,0.47,0.53,0.83,0.17,0.04,0.03,0.26,0.18,0.3,0.06,0.13,0.07,0.10,64143,0.08,0.13,0.87,0.02,0.20,0.00,0.66,0.28,0.04,0.14,3.086,0,1.466092677,0.2882,3,0,9,0.3933,0.5295,1,117,0.25,3
36047095600,2016,1,4682,0.07,0.85,0.01,0.05,0.0,0.03,0.0,0.08,0.43,0.57,0.81,0.19,0.02,0.03,0.29,0.18,0.3,0.06,0.12,0.04,0.16,65944,0.05,0.10,0.90,0.03,0.13,0.00,0.64,0.30,0.03,0.21,2.721,0,1.217976696,0.0642,3,1,9,0.414,0.6038,2,116,0.25,3
36047095800,2016,1,3785,0.05,0.75,0.0,0.05,0.0,0.14,0.01,0.17,0.51,0.49,0.89,0.11,0.03,0.03,0.3,0.22,0.22,0.05,0.15,0.06,0.12,70378,0.07,0.16,0.84,0.10,0.19,0.06,0.59,0.38,0.02,0.21,2.802,0,1.4108577,0.8871,4,0,14,0.4269,0.5289,0,135,0.25,3
36047096000,2016,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,1.65405003,0.6093,3,,,,,,,0.25,3
36047096200,2016,1,1654,0.08,0.85,0.0,0.0,0.0,0.07,0.0,0.09,0.56,0.44,0.9,0.1,0.02,0.06,0.27,0.14,0.3,0.08,0.13,0.06,0.16,67063,0.05,0.09,0.91,0.02,0.12,0.01,0.66,0.32,0.03,0.20,2.861,0,1.4514636,1.0619,4,2,20,0.3753,0.5425,0,533,0.25,3
36047096400,2016,1,2569,0.04,0.71,0.02,0.01,0.0,0.2,0.01,0.23,0.58,0.42,0.8,0.2,0.05,0.03,0.34,0.15,0.25,0.06,0.11,0.15,0.19,51563,0.08,0.20,0.80,0.02,0.31,0.00,0.50,0.35,0.07,0.22,2.806,1,1.269047166,1.5529,4,0,11,0.4212,0.6894,1,240,0.25,3
36047096600,2016,1,2478,0.1,0.73,0.0,0.02,0.0,0.14,0.01,0.12,0.56,0.44,0.88,0.12,0.05,0.04,0.28,0.22,0.28,0.05,0.06,0.04,0.11,74345,0.04,0.11,0.89,0.14,0.10,0.05,0.68,0.26,0.06,0.14,2.79,1,1.072124877,1.5292,4,0,10,0.3916,0.4633,0,288,0.25,3
36047096800,2016,1,1558,0.16,0.74,0.0,0.06,0.0,0.04,0.0,0.05,0.63,0.37,0.93,0.07,0.02,0.05,0.34,0.08,0.32,0.12,0.06,0.00,0.12,59417,0.10,0.10,0.90,0.07,0.12,0.07,0.66,0.37,0.04,0.17,2.892,1,1.232506768,1.513,4,0,8,0.5185,0.6316,0,,0.25,3
