FIPS,Year,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_Income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_Access,Park_Distance,Walkscore,Walkscore_Percentile,Tob_Retailer_Per_1000,Felony_Per_1000,GINI,SVI_Themes_Total,SVI_Flags,Housing_Violations_Per_1000,Voter Turnout,Turnout Quartile
36081061601,2018,1.0,2278,0.03,0.92,0.0,0.01,0.0,0.0,0.05,0.05,0.65,0.35,0.9,0.1,0.01,0.04,0.26,0.23,0.29,0.11,0.07,0.02,0.03,88654,0.05,0.05,0.95,0.00,0.08,0.00,0.73,0.35,0.05,0.17,3.282,1,1.852016125,-1.5768,2,0,10,0.3482,0.1495,1,,0.26,3
36081061602,2018,1.0,1262,0.05,0.87,0.012,0.0,0.0,0.02,0.04,0.1,0.59,0.41,0.92,0.08,0.03,0.01,0.25,0.31,0.24,0.1,0.06,0.05,0.03,94750,0.03,0.07,0.93,0.00,0.10,0.00,0.72,0.29,0.06,0.13,4.231,0,1.802141917,-1.1959,2,0,25,0.4445,0.2564,1,0.0188,0.26,3
36081061800,2018,1.0,1876,0.03,0.94,0.0,0.0,0.0,0.01,0.02,0.01,0.6,0.4,0.89,0.11,0.0,0.01,0.16,0.28,0.34,0.15,0.05,0.01,0.04,59889,0.05,0.07,0.93,0.00,0.10,0.00,0.76,0.28,0.04,0.10,4.09,0,1.804905624,-1.1529,2,0,17,0.2989,0.2459,0,0.0108,0.26,3
36081061900,2018,1.0,2590,0.85,0.01,0.0,0.04,0.0,0.05,0.05,0.26,0.63,0.37,0.9,0.1,0.01,0.03,0.29,0.15,0.26,0.09,0.16,0.16,0.08,82069,0.11,0.06,0.94,0.00,0.09,0.00,0.65,0.35,0.14,0.13,3.151,0,1.269366807,-0.1525,3,0,8,0.3971,0.4567,0,0.1157,0.27,3
36081062000,2018,1.0,1521,0.03,0.87,0.03,0.07,0.0,0.01,0.0,0.06,0.75,0.25,0.94,0.06,0.01,0.02,0.19,0.18,0.33,0.21,0.05,0.02,0.01,94231,0.08,0.12,0.88,0.07,0.18,0.00,0.78,0.29,0.02,0.05,3.851,0,1.915377318,-1.0764,2,0,5,0.3163,0.2042,1,0.0350,0.26,3
36081062100,2018,1.0,2567,0.92,0.0,0.0,0.01,0.0,0.06,0.0,0.25,0.74,0.26,0.93,0.07,0.02,0.02,0.45,0.16,0.16,0.05,0.14,0.04,0.13,58625,0.07,0.10,0.90,0.01,0.14,0.00,0.69,0.30,0.06,0.13,3.239,0,1.211323141,-0.2425,3,0,11,0.4559,0.5456,0,0.1211,0.27,3
36081062200,2018,1.0,1742,0.04,0.9,0.0,0.02,0.0,0.0,0.04,0.08,0.62,0.38,0.93,0.07,0.02,0.02,0.28,0.16,0.34,0.14,0.04,0.01,0.06,78009,0.07,0.10,0.90,0.02,0.15,0.05,0.69,0.39,0.08,0.11,2.86,0,,-1.9768,2,0,15,0.3507,0.1409,2,0.0135,0.25,3
36081062300,2018,1.0,2033,0.93,0.01,0.0,0.01,0.0,0.05,0.0,0.31,0.63,0.37,0.87,0.13,0.01,0.01,0.44,0.18,0.19,0.07,0.10,0.10,0.16,74375,0.05,0.09,0.91,0.00,0.12,0.00,0.73,0.28,0.07,0.09,3.064,0,1.165212296,-0.9298,2,0,8,0.399,0.3447,0,0.0296,0.18,1
36081062400,2018,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,,,,,,,0.00,0.00,,,2.084,1,2.034773404,-2.3935,1,0,0,,,,,0.26,3
36081062500,2018,1.0,2710,0.91,0.02,0.0,0.03,0.0,0.03,0.01,0.27,0.69,0.31,0.87,0.13,0.02,0.01,0.37,0.19,0.2,0.08,0.12,0.05,0.05,66750,0.05,0.11,0.89,0.02,0.15,0.00,0.70,0.25,0.06,0.10,3.051,0,0.499279101,-1.6157,2,0,11,0.4251,0.3465,0,0.0215,0.18,1
36081062600,2018,1.0,2913,0.05,0.9,0.0,0.0,0.0,0.03,0.02,0.08,0.65,0.35,0.89,0.11,0.01,0.03,0.3,0.22,0.26,0.09,0.08,0.02,0.06,81818,0.06,0.06,0.94,0.00,0.09,0.00,0.69,0.35,0.08,0.13,3.872,0,1.92135564,-1.2261,2,0,24,0.3664,0.6262,1,0.0915,0.26,3
36081062700,2018,1.0,2992,0.91,0.0,0.0,0.01,0.003,0.04,0.03,0.41,0.57,0.43,0.76,0.24,0.02,0.02,0.39,0.15,0.26,0.02,0.14,0.07,0.09,68664,0.08,0.11,0.89,0.01,0.17,0.00,0.56,0.40,0.07,0.25,3.224,0,0.482500037,-1.1696,2,0,4,0.3549,0.7238,0,0.0511,0.18,1
36081062900,2018,1.0,2932,0.78,0.02,0.0,0.06,0.0,0.09,0.04,0.25,0.77,0.23,0.9,0.1,0.02,0.01,0.38,0.17,0.19,0.12,0.11,0.09,0.08,61667,0.06,0.09,0.91,0.01,0.14,0.00,0.61,0.37,0.05,0.22,3.1,0,0.955381598,-2.1699,1,0,4,0.4097,0.5421,0,0.0700,0.18,1
36081063000,2018,1.0,1740,0.0,0.96,0.0,0.0,0.0,0.02,0.01,0.08,0.66,0.34,0.9,0.1,0.05,0.03,0.32,0.19,0.26,0.12,0.04,0.01,0.03,82083,0.03,0.06,0.94,0.07,0.08,0.00,0.77,0.28,0.05,0.07,3.837,0,1.864104537,-1.0731,2,0,20,0.375,0.2987,2,0.0188,0.26,3
36081063200,2018,1.0,2592,0.02,0.91,0.0,0.03,0.0,0.03,0.01,0.05,0.55,0.45,0.85,0.15,0.01,0.02,0.31,0.21,0.28,0.09,0.08,0.00,0.05,93125,0.09,0.09,0.92,0.01,0.13,0.00,0.71,0.29,0.06,0.13,3.748,0,1.733434338,-1.1523,2,0,17,0.3806,0.4012,1,0.0350,0.26,3
36081063301,2018,1.0,1483,0.96,0.03,0.0,0.0,0.0,0.0,0.01,0.15,0.76,0.24,0.92,0.08,0.01,0.03,0.37,0.2,0.17,0.11,0.11,0.05,0.08,77794,0.07,0.05,0.95,0.00,0.09,0.00,0.71,0.34,0.08,0.12,3.159,0,1.20735866,-0.5503,3,0,9,0.4649,0.2473,0,0.0000,0.27,3
36081063302,2018,1.0,1510,0.99,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.84,0.16,0.95,0.05,0.01,0.03,0.41,0.2,0.2,0.06,0.08,0.03,0.05,71442,0.05,0.05,0.95,0.00,0.08,0.00,0.74,0.31,0.04,0.15,3.009,1,1.103955494,-0.5954,3,0,13,0.4877,0.1242,0,0.0027,0.27,3
36081063500,2018,1.0,2701,0.97,0.01,0.0,0.01,0.0,0.01,0.0,0.26,0.79,0.21,0.95,0.05,0.01,0.01,0.36,0.18,0.23,0.09,0.11,0.09,0.14,54934,0.11,0.05,0.95,0.03,0.07,0.00,0.72,0.33,0.06,0.16,3.057,1,0.909706245,-0.8436,2,0,7,0.3522,0.4868,0,0.0000,0.18,1
36081063700,2018,1.0,3193,0.85,0.08,0.0,0.04,0.0,0.01,0.01,0.2,0.86,0.14,0.97,0.03,0.01,0.01,0.34,0.2,0.25,0.13,0.05,0.06,0.05,94389,0.07,0.05,0.95,0.01,0.07,0.00,0.74,0.31,0.07,0.10,3.292,0,0.744602949,-0.4455,3,0,17,0.3696,0.1621,0,0.0054,0.27,3
36081063800,2018,1.0,4169,0.06,0.86,0.0,0.03,0.0,0.03,0.02,0.09,0.52,0.48,0.86,0.14,0.0,0.06,0.29,0.2,0.3,0.06,0.08,0.02,0.13,106058,0.04,0.05,0.95,0.03,0.05,0.06,0.72,0.30,0.05,0.15,4.111,1,1.505703846,-1.1332,2,0,11,0.3124,0.341,0,0.0296,0.26,3
36081063900,2018,1.0,2702,0.76,0.04,0.0,0.09,0.0,0.09,0.03,0.22,0.64,0.36,0.92,0.08,0.0,0.04,0.32,0.15,0.3,0.09,0.10,0.12,0.07,73548,0.07,0.06,0.94,0.05,0.08,0.00,0.75,0.27,0.06,0.09,3.439,0,0.384726062,-1.8927,2,0,8,0.3843,0.6079,0,0.0727,0.18,1
36081064101,2018,1.0,2120,0.85,0.01,0.0,0.13,0.0,0.01,0.0,0.18,0.5,0.5,0.87,0.13,0.03,0.05,0.3,0.14,0.32,0.1,0.06,0.24,0.13,57578,0.05,0.11,0.89,0.05,0.15,0.05,0.68,0.36,0.05,0.14,3.943,0,0.344208811,-1.192,2,0,10,0.4223,0.5565,1,0.0161,0.18,1
36081064102,2018,1.0,172,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.86,0.14,1.0,0.0,0.11,0.04,0.41,0.22,0.11,0.07,0.04,0.12,0.33,,0.00,0.08,0.92,0.00,0.17,0.00,0.45,0.67,0.05,0.42,3.431,0,0.990020185,-1.3562,2,0,198,0.3973,0.2822,3,,0.18,1
36081064500,2018,1.0,1947,0.64,0.02,0.0,0.25,0.0,0.05,0.04,0.16,0.58,0.42,0.91,0.09,0.02,0.02,0.21,0.14,0.35,0.19,0.06,0.13,0.13,80192,0.12,0.08,0.92,0.04,0.11,0.01,0.72,0.33,0.04,0.15,3.208,0,0.50840983,-1.5738,2,0,5,0.3793,0.255,0,0.0296,0.27,3
36081064600,2018,1.0,3262,0.01,0.92,0.003,0.0,0.0,0.04,0.02,0.06,0.63,0.37,0.9,0.1,0.0,0.03,0.29,0.23,0.28,0.12,0.05,0.01,0.07,84784,0.11,0.07,0.93,0.07,0.08,0.02,0.73,0.34,0.04,0.15,4.094,0,1.511510867,-1.3076,2,0,11,0.3819,0.3018,1,,0.26,3
36081065000,2018,1.0,3035,0.03,0.92,0.009,0.0,0.0,0.02,0.03,0.06,0.62,0.38,0.91,0.09,0.01,0.04,0.24,0.26,0.31,0.11,0.03,0.01,0.05,78750,0.10,0.13,0.87,0.06,0.19,0.00,0.70,0.29,0.04,0.11,4.399,1,1.247688171,-1.6465,2,0,10,0.3352,0.3894,1,0.0377,0.26,3
36081065400,2018,1.0,3161,0.13,0.8,0.0,0.02,0.0,0.01,0.04,0.2,0.61,0.39,0.9,0.1,0.02,0.03,0.25,0.28,0.23,0.12,0.07,0.05,0.06,87202,0.04,0.05,0.95,0.00,0.08,0.03,0.74,0.29,0.03,0.15,5.671,0,0.836666216,-2.1977,2,0,19,0.3834,0.2438,0,0.1077,0.21,2
36081065501,2018,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,,,,,,,0.00,0.00,,,,0,,0.7907,4,0,0,,,,,0.27,3
36081065600,2018,1.0,5576,0.07,0.86,0.0,0.02,0.0,0.02,0.02,0.06,0.56,0.44,0.83,0.17,0.02,0.09,0.29,0.21,0.24,0.1,0.05,0.03,0.09,76516,0.08,0.07,0.93,0.00,0.10,0.00,0.63,0.36,0.03,0.24,4.113,1,1.165212235,-2.2279,2,0,12,0.3918,0.5109,1,0.2072,0.26,3
36081065702,2018,1.0,1716,0.83,0.04,0.01,0.04,0.0,0.07,0.0,0.16,0.69,0.31,0.89,0.11,0.02,0.03,0.37,0.18,0.18,0.11,0.11,0.06,0.11,70150,0.09,0.06,0.94,0.00,0.09,0.04,0.67,0.37,0.13,0.14,3.3,0,0.672750022,-1.3976,2,0,4,0.4072,0.3519,0,0.0269,0.27,3
36081065703,2018,1.0,2733,0.92,0.0,0.0,0.02,0.0,0.04,0.01,0.16,0.79,0.21,0.95,0.05,0.01,0.04,0.35,0.2,0.25,0.1,0.05,0.07,0.05,67039,0.05,0.04,0.96,0.03,0.05,0.02,0.81,0.25,0.06,0.07,3.394,0,,0.0368,3,0,8,0.3678,0.2772,0,0.0027,0.27,3
36081065900,2018,1.0,1874,0.91,0.0,0.003,0.08,0.0,0.0,0.0,0.05,0.72,0.28,0.95,0.05,0.01,0.01,0.27,0.18,0.28,0.19,0.06,0.11,0.07,83000,0.06,0.05,0.95,0.03,0.06,0.00,0.78,0.21,0.07,0.09,3.503,0,0.612934039,-1.1918,2,0,4,0.4147,0.052,0,0.0000,0.24,3
36081066000,2018,1.0,3657,0.07,0.91,0.0,0.01,0.0,0.0,0.0,0.06,0.56,0.44,0.88,0.12,0.01,0.01,0.29,0.27,0.26,0.09,0.07,0.00,0.04,94621,0.04,0.08,0.92,0.03,0.12,0.00,0.72,0.28,0.03,0.15,4.006,1,0.930649834,-1.8883,2,0,18,0.3268,0.5087,0,0.0700,0.26,3
36081066100,2018,1.0,1496,0.88,0.02,0.0,0.08,0.0,0.02,0.01,0.12,0.73,0.27,0.92,0.08,0.01,0.03,0.3,0.14,0.24,0.14,0.14,0.05,0.05,78319,0.04,0.06,0.94,0.00,0.09,0.00,0.78,0.33,0.08,0.07,3.381,0,0.487558025,-0.7596,2,0,7,0.4218,0.0774,1,,0.24,3
36081066300,2018,1.0,2466,0.83,0.0,0.0,0.14,0.0,0.03,0.0,0.08,0.66,0.34,0.94,0.06,0.02,0.01,0.22,0.18,0.33,0.16,0.08,0.10,0.05,97404,0.04,0.09,0.91,0.05,0.13,0.00,0.79,0.25,0.07,0.04,3.427,0,0.530538585,0.1815,3,0,7,0.3979,0.3344,0,0.0000,0.24,3
36081066400,2018,1.0,9637,0.05,0.87,0.0,0.01,0.0,0.04,0.03,0.07,0.61,0.39,0.86,0.14,0.01,0.02,0.28,0.22,0.3,0.1,0.06,0.01,0.08,83885,0.09,0.10,0.90,0.05,0.12,0.06,0.73,0.23,0.03,0.13,4.013,1,0.668121168,,,0,15,0.3477,0.4338,1,0.4091,0.21,2
36081066501,2018,1.0,3603,0.92,0.0,0.0,0.02,0.0,0.01,0.04,0.08,0.73,0.27,0.95,0.05,0.01,0.02,0.28,0.18,0.31,0.13,0.08,0.09,0.08,83839,0.04,0.05,0.95,0.00,0.10,0.00,0.74,0.36,0.07,0.12,3.478,1,,-1.0221,2,0,5,0.3895,0.3659,1,0.0404,0.24,3
36081066701,2018,1.0,2344,0.91,0.02,0.0,0.02,0.0,0.03,0.01,0.21,0.72,0.28,0.92,0.08,0.03,0.05,0.42,0.1,0.26,0.09,0.05,0.07,0.05,55571,0.05,0.10,0.90,0.00,0.15,0.06,0.72,0.26,0.08,0.09,3.634,0,,-0.9904,2,0,6,0.4937,0.1555,0,0.0565,0.24,3
36081066900,2018,1.0,1641,0.95,0.0,0.0,0.04,0.0,0.01,0.0,0.03,0.8,0.2,0.94,0.06,0.01,0.02,0.28,0.14,0.29,0.21,0.05,0.02,0.04,74798,0.09,0.04,0.97,0.00,0.05,0.04,0.86,0.22,0.08,0.03,3.561,0,0.634108327,-0.2857,3,0,2,0.348,0.0755,0,0.0000,0.24,3
36081067100,2018,1.0,2171,0.76,0.0,0.0,0.21,0.0,0.01,0.02,0.05,0.73,0.27,0.93,0.07,0.02,0.03,0.33,0.1,0.27,0.19,0.05,0.07,0.05,96250,0.09,0.07,0.93,0.00,0.10,0.04,0.74,0.31,0.13,0.03,3.558,0,,0.8485,4,0,4,0.415,0.1867,1,0.0215,0.24,3
36081067700,2018,1.0,1739,0.81,0.01,0.0,0.17,0.0,0.0,0.0,0.05,0.72,0.28,0.93,0.07,0.03,0.0,0.26,0.17,0.31,0.14,0.09,0.04,0.02,85625,0.05,0.05,0.95,0.00,0.05,0.05,0.83,0.27,0.08,0.03,3.347,0,0.950628752,0.0793,3,0,7,0.4276,0.0751,0,0.0000,0.24,3
36081067900,2018,1.0,3727,0.79,0.02,0.0,0.05,0.0,0.07,0.06,0.34,0.45,0.55,0.82,0.18,0.01,0.03,0.27,0.19,0.29,0.1,0.10,0.33,0.13,49495,0.06,0.12,0.88,0.04,0.18,0.00,0.61,0.38,0.09,0.12,3.663,0,1.158614481,2.5323,4,0,5,0.4426,0.7562,2,0.1992,0.24,3
36081068000,2018,1.0,5225,0.04,0.88,0.0,0.02,0.0,0.05,0.01,0.07,0.64,0.36,0.92,0.08,0.0,0.04,0.26,0.3,0.19,0.09,0.12,0.01,0.02,88672,0.08,0.09,0.91,0.05,0.12,0.00,0.72,0.35,0.03,0.13,6.638,1,0.737542655,-2.8293,1,0,20,0.3157,0.5501,1,0.1238,0.21,2
36081068200,2018,1.0,1166,0.02,0.89,0.0,0.02,0.0,0.05,0.02,0.1,0.65,0.35,0.88,0.12,0.02,0.03,0.35,0.19,0.3,0.05,0.07,0.04,0.10,85313,0.05,0.04,0.96,0.01,0.06,0.03,0.71,0.36,0.05,0.19,5.456,1,1.093739873,-2.9279,1,1,18,0.3554,0.3358,1,0.1077,0.26,3
36081068300,2018,1.0,4256,0.35,0.08,0.0,0.46,0.0,0.11,0.0,0.36,0.32,0.68,0.76,0.24,0.03,0.03,0.22,0.14,0.34,0.15,0.09,0.21,0.20,60538,0.07,0.12,0.89,0.08,0.15,0.00,0.54,0.43,0.08,0.21,6,0,1.391042168,4.7722,5,0,13,0.4231,0.8288,3,0.2907,0.21,1
36081068700,2018,1.0,4477,0.48,0.03,0.0,0.41,0.0,0.06,0.02,0.24,0.42,0.58,0.76,0.24,0.06,0.02,0.2,0.14,0.36,0.15,0.07,0.24,0.13,57449,0.03,0.14,0.86,0.01,0.20,0.02,0.65,0.28,0.06,0.11,5.607,0,1.580054006,5.5144,5,0,6,0.4353,0.5571,0,0.0592,0.21,1
36081069000,2018,1.0,3530,0.01,0.94,0.0,0.01,0.019,0.0,0.02,0.01,0.62,0.38,0.86,0.14,0.02,0.03,0.27,0.23,0.27,0.11,0.07,0.02,0.10,75000,0.11,0.06,0.94,0.02,0.09,0.00,0.62,0.42,0.04,0.27,5.617,1,0.577728762,-2.7451,1,0,14,0.3683,0.6254,1,0.0646,0.21,2
36081069300,2018,1.0,3060,0.46,0.12,0.0,0.3,0.0,0.1,0.02,0.26,0.4,0.6,0.77,0.23,0.02,0.03,0.24,0.11,0.35,0.17,0.07,0.35,0.26,41392,0.09,0.23,0.77,0.04,0.32,0.15,0.37,0.46,0.10,0.25,4.971,0,1.529334457,4.2503,5,0,9,0.4535,0.6353,0,0.1346,0.27,3
36081069400,2018,1.0,3815,0.06,0.86,0.0,0.02,0.0,0.03,0.03,0.08,0.57,0.43,0.84,0.16,0.02,0.01,0.27,0.26,0.27,0.1,0.07,0.00,0.14,79183,0.09,0.12,0.88,0.09,0.15,0.04,0.63,0.29,0.03,0.20,5.408,1,0.328874674,-3.2052,1,0,11,0.3919,0.4878,1,0.1346,0.21,2
36081069500,2018,1.0,1962,0.63,0.01,0.0,0.26,0.0,0.08,0.02,0.25,0.47,0.53,0.85,0.15,0.01,0.04,0.2,0.16,0.38,0.16,0.05,0.19,0.10,53777,0.04,0.10,0.90,0.08,0.13,0.03,0.67,0.32,0.06,0.12,3.817,0,1.638787329,4.375,5,0,10,0.4864,0.4598,0,0.0269,0.24,3
36081069701,2018,1.0,3901,0.53,0.07,0.0,0.35,0.0,0.03,0.02,0.2,0.38,0.62,0.74,0.26,0.03,0.01,0.19,0.09,0.43,0.19,0.05,0.24,0.13,60833,0.09,0.10,0.90,0.00,0.13,0.00,0.64,0.33,0.02,0.19,4.21,0,1.480952638,3.1948,5,0,3,0.4155,0.6739,1,0.2341,0.27,3
36081069702,2018,1.0,3435,0.61,0.01,0.0,0.32,0.0,0.02,0.04,0.07,0.44,0.56,0.86,0.14,0.02,0.02,0.21,0.07,0.4,0.23,0.06,0.17,0.08,77614,0.06,0.11,0.89,0.06,0.15,0.02,0.68,0.30,0.09,0.10,3.519,0,1.579018098,2.622,5,0,3,0.4287,0.4297,0,0.0108,0.27,3
36081070300,2018,1.0,1964,0.63,0.01,0.0,0.27,0.0,0.04,0.05,0.21,0.54,0.46,0.86,0.14,0.04,0.02,0.33,0.14,0.25,0.16,0.06,0.09,0.04,55833,0.06,0.07,0.94,0.00,0.12,0.00,0.65,0.38,0.10,0.16,3.386,0,1.306588562,0.3172,3,0,5,0.4425,0.4024,0,0.0269,0.27,3
36081070700,2018,1.0,2331,0.66,0.0,0.01,0.27,0.0,0.0,0.06,0.15,0.62,0.38,0.93,0.07,0.01,0.02,0.15,0.16,0.29,0.34,0.03,0.18,0.10,97888,0.10,0.07,0.93,0.04,0.10,0.00,0.70,0.31,0.08,0.10,3.455,0,1.175628379,0.539,3,0,9,0.422,0.4583,0,0.0108,0.27,3
36081070900,2018,1.0,2582,0.59,0.01,0.0,0.37,0.0,0.0,0.03,0.11,0.44,0.56,0.79,0.21,0.0,0.03,0.15,0.12,0.39,0.26,0.05,0.18,0.05,82125,0.06,0.09,0.91,0.04,0.13,0.00,0.76,0.23,0.08,0.05,3.832,0,1.422698086,1.7509,4,0,3,0.4175,0.3096,0,0.0404,0.27,3
36081071100,2018,1.0,6512,0.59,0.01,0.013,0.3,0.011,0.02,0.05,0.12,0.6,0.4,0.93,0.07,0.02,0.03,0.24,0.1,0.34,0.23,0.04,0.13,0.16,64005,0.03,0.04,0.97,0.02,0.05,0.00,0.82,0.26,0.04,0.08,4.567,0,1.452995417,2.58,5,0,11,0.4815,0.6273,0,0.2180,0.27,3
36081071303,2018,1.0,5370,0.77,0.03,0.0,0.18,0.0,0.01,0.01,0.21,0.61,0.39,0.88,0.12,0.01,0.02,0.13,0.12,0.38,0.31,0.02,0.11,0.08,81975,0.03,0.06,0.94,0.03,0.08,0.00,0.82,0.23,0.05,0.07,7.778,0,,2.2228,5,0,5,0.3789,0.2321,1,0.1803,0.27,3
36081071304,2018,1.0,6384,0.69,0.05,0.006,0.21,0.0,0.02,0.03,0.17,0.38,0.62,0.87,0.13,0.04,0.01,0.2,0.13,0.4,0.19,0.03,0.23,0.18,52987,0.09,0.07,0.93,0.00,0.10,0.00,0.69,0.35,0.05,0.10,6.284,0,,2.6189,5,0,5,0.4295,0.7046,1,0.1642,0.27,3
36081071305,2018,1.0,4951,0.58,0.02,0.0,0.25,0.0,0.12,0.02,0.19,0.52,0.48,0.82,0.18,0.03,0.0,0.16,0.13,0.38,0.28,0.02,0.12,0.09,70216,0.05,0.06,0.94,0.06,0.07,0.00,0.74,0.30,0.06,0.11,6.137,0,,2.6127,5,0,3,0.4228,0.3263,1,0.1211,0.27,3
36081071306,2018,1.0,6005,0.59,0.03,0.0,0.24,0.0,0.12,0.03,0.25,0.47,0.53,0.79,0.21,0.02,0.04,0.14,0.11,0.44,0.18,0.05,0.16,0.19,66793,0.07,0.08,0.92,0.01,0.11,0.00,0.66,0.33,0.06,0.17,5.213,0,,3.0602,5,0,5,0.4753,0.6122,0,0.4414,0.27,3
36081071600,2018,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,,,,,,,0.00,0.00,,,,0,1.565933,,,0,0,,,,,0.21,2
36081071701,2018,1.0,5591,0.68,0.02,0.0,0.24,0.0,0.03,0.02,0.12,0.36,0.64,0.83,0.17,0.01,0.04,0.21,0.13,0.34,0.2,0.06,0.29,0.15,64583,0.05,0.06,0.95,0.03,0.08,0.00,0.66,0.39,0.09,0.12,6.098,0,,3.3372,5,0,8,0.4457,0.6817,2,0.1669,0.21,1
36081071702,2018,1.0,3716,0.47,0.03,0.01,0.4,0.0,0.05,0.03,0.12,0.32,0.68,0.79,0.21,0.03,0.01,0.17,0.16,0.41,0.21,0.01,0.23,0.15,43088,0.06,0.09,0.91,0.10,0.12,0.01,0.61,0.38,0.08,0.12,5.53,0,,4.361,5,0,19,0.4611,0.5586,3,0.1507,0.21,1
36081071900,2018,1.0,2271,0.74,0.03,0.0,0.2,0.0,0.02,0.0,0.17,0.31,0.69,0.9,0.1,0.08,0.02,0.24,0.12,0.33,0.12,0.08,0.36,0.17,48902,0.02,0.09,0.92,0.02,0.12,0.00,0.45,0.52,0.07,0.29,5.43,0,1.005933531,3.0172,5,0,11,0.4569,0.579,1,0.1615,0.21,1
36081072100,2018,1.0,4531,0.71,0.01,0.0,0.18,0.0,0.06,0.04,0.23,0.38,0.62,0.83,0.17,0.0,0.03,0.2,0.18,0.34,0.22,0.04,0.18,0.19,50425,0.12,0.10,0.90,0.03,0.14,0.00,0.57,0.43,0.10,0.20,4.987,0,1.169042211,2.6312,5,0,7,0.474,0.5644,2,0.1938,0.27,3
36081072300,2018,1.0,2102,0.62,0.03,0.0,0.31,0.0,0.02,0.01,0.08,0.6,0.4,0.93,0.07,0.01,0.02,0.11,0.08,0.37,0.38,0.03,0.09,0.05,123229,0.06,0.03,0.97,0.07,0.01,0.00,0.86,0.20,0.05,0.03,3.397,0,,2.4564,5,0,9,0.5216,0.1673,1,0.0054,0.27,3
36081072900,2018,1.0,1254,0.55,0.05,0.0,0.36,0.0,0.01,0.04,0.09,0.53,0.47,0.83,0.17,0.01,0.01,0.19,0.13,0.42,0.21,0.03,0.13,0.07,95500,0.08,0.06,0.94,0.00,0.10,0.00,0.77,0.26,0.07,0.07,3.281,0,0.884633915,0.3937,3,0,13,0.369,0.3653,0,0.0538,0.27,3
36081073100,2018,1.0,1642,0.67,0.01,0.0,0.29,0.0,0.01,0.02,0.05,0.66,0.34,0.88,0.12,0.01,0.01,0.21,0.2,0.3,0.26,0.02,0.12,0.05,109615,0.06,0.05,0.95,0.00,0.09,0.02,0.79,0.27,0.05,0.09,3.166,0,0.765976192,-1.1671,2,0,8,0.4165,0.1962,0,0.0484,0.27,3
36081073700,2018,1.0,1722,0.69,0.01,0.0,0.21,0.0,0.03,0.06,0.09,0.67,0.33,0.91,0.09,0.01,0.0,0.13,0.06,0.43,0.32,0.05,0.16,0.05,62240,0.01,0.06,0.94,0.00,0.08,0.00,0.85,0.21,0.06,0.01,4.8,0,1.400145222,2.3116,5,0,12,0.5325,0.2653,0,0.0861,0.27,3
36081073900,2018,1.0,5626,0.64,0.07,0.0,0.22,0.0,0.03,0.04,0.14,0.67,0.33,0.91,0.09,0.01,0.01,0.11,0.14,0.37,0.33,0.03,0.07,0.07,76550,0.05,0.07,0.93,0.04,0.10,0.00,0.80,0.27,0.05,0.07,5.305,0,1.452505838,1.806,4,0,7,0.4134,0.4575,2,0.1453,0.27,3
36081074100,2018,1.0,3033,0.7,0.03,0.022,0.21,0.0,0.02,0.03,0.14,0.57,0.43,0.92,0.08,0.01,0.01,0.17,0.07,0.38,0.33,0.03,0.15,0.09,69824,0.05,0.05,0.95,0.13,0.05,0.00,0.78,0.24,0.09,0.04,4.784,0,1.253739141,1.3208,4,0,8,0.4289,0.2789,1,0.1211,0.27,3
36081074300,2018,1.0,4483,0.66,0.01,0.007,0.25,0.0,0.04,0.04,0.16,0.38,0.62,0.84,0.16,0.03,0.02,0.19,0.15,0.36,0.16,0.09,0.26,0.09,57587,0.07,0.13,0.87,0.07,0.19,0.00,0.56,0.39,0.13,0.13,4.347,0,1.01629461,0.4268,3,0,6,0.4163,0.5945,1,0.1884,0.27,3
36081074500,2018,1.0,4120,0.64,0.07,0.0,0.2,0.0,0.06,0.02,0.15,0.46,0.54,0.82,0.18,0.01,0.03,0.29,0.1,0.39,0.11,0.06,0.31,0.18,35967,0.09,0.10,0.90,0.06,0.15,0.00,0.54,0.40,0.07,0.22,4.679,0,0.803908582,0.7761,4,0,7,0.4809,0.7321,1,0.1938,0.21,1
