FIPS,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_access,Park_distance,Walkscore,Walkscore_percentile,Tob_retailer_per_1000,felony_per_1000,GINI,SVI_themes_total,SVI_flags,serious_housing_violations_per_1000,total_housing_violations_per_1000,Voter Turnout,Turnout quartile,
36047027200,1,3692,0.52,0,0.01,0.32,0,0.14,0.01,0.17,0.49,0.51,0.79,0.21,0.06,0.03,0.29,0.13,0.26,0.11,0.14,0.31,0.18,50982,0.1,0.06,0.95,0,0.09,0,0.57,0.42,0.04,0.28,2.846,0,1.464465219,1.0008,4,1,27,0.4461,0.7265,2,0.0082,0.1055,0.16,1,
36047027300,1,2649,0.07,0.87,0,0.02,0,0.02,0.02,0.03,0.76,0.24,0.87,0.13,0,0.02,0.32,0.16,0.21,0.11,0.19,0.05,0.29,34297,0.1,0.15,0.85,0.02,0.21,0.05,0.45,0.5,0.08,0.3,3.069,0,0.550676304,-0.0146,3,2,105,0.5424,0.7863,0,0.0264,0.2176,0.22,2,
36047027400,1,3090,0.5,0,0,0.5,0,0,0,0.09,0.38,0.62,0.77,0.23,0.08,0.01,0.31,0.15,0.17,0.08,0.21,0.35,0.15,42266,0.06,0.14,0.86,0.04,0.2,0.03,0.49,0.45,0.07,0.23,2.911,0,1.414736797,1.117,4,1,17,0.5094,0.8117,1,0.0016,0.0264,0.16,1,
36047027500,1,4346,0.11,0.74,0,0.05,0,0.06,0.04,0.13,0.76,0.24,0.88,0.12,0.01,0.01,0.31,0.13,0.27,0.14,0.14,0.03,0.25,55990,0.17,0.12,0.88,0.11,0.13,0,0.58,0.35,0.02,0.25,3.082,0,0.749029934,-0.0748,3,2,83,0.5023,0.743,1,0.1649,0.5243,0.22,2,
36047027600,1,4325,0.38,0,0,0.38,0,0.23,0.01,0.3,0.36,0.64,0.63,0.37,0.05,0,0.31,0.11,0.23,0.09,0.21,0.3,0.27,46194,0.1,0.13,0.87,0.03,0.18,0,0.39,0.5,0.03,0.41,2.888,0,1.306774867,0.9686,4,2,38,0.5053,0.8682,2,0.0214,0.1187,0.16,1,
36047027700,1,4975,0.08,0.88,0,0,0,0.02,0.01,0.09,0.89,0.11,0.95,0.05,0.01,0.01,0.33,0.17,0.2,0.08,0.19,0.02,0.38,37875,0.22,0.09,0.91,0.02,0.14,0.06,0.39,0.59,0.03,0.45,3.015,0,0.764772238,-0.2928,3,1,143,0.5167,0.9163,6,0.1336,0.8459,0.22,2,
36047027800,1,3418,0.46,0.01,0,0.46,0,0.05,0.02,0.07,0.39,0.61,0.77,0.23,0.11,0.03,0.28,0.08,0.25,0.09,0.17,0.47,0.25,47917,0.18,0.17,0.84,0,0.24,0,0.37,0.5,0.04,0.35,2.959,0,1.162279344,1.2706,4,2,55,0.4658,0.7698,2,0.0132,0.0956,0.16,1,
36047027900,1,3914,0.09,0.86,0,0,0,0.03,0.02,0.14,0.83,0.17,0.93,0.07,0.01,0.04,0.29,0.2,0.2,0.13,0.13,0,0.14,57869,0.13,0.14,0.86,0.03,0.19,0,0.53,0.42,0.05,0.21,3.135,0,0.675991396,0.1132,3,2,102,0.4301,0.6696,0,0.1105,0.5210,0.22,2,
36047028000,1,1690,0.51,0.01,0,0.42,0,0.04,0.02,0.12,0.4,0.6,0.75,0.25,0.03,0.04,0.28,0.09,0.28,0.15,0.13,0.22,0.15,56974,0.14,0.12,0.88,0,0.15,0.08,0.5,0.44,0.03,0.31,3.255,0,0.77117481,0.7144,4,1,20,0.4729,0.6652,1,0.0099,0.0379,0.2,1,
36047028100,1,4882,0.28,0.55,0.002,0.03,0,0.12,0.02,0.36,0.76,0.24,0.86,0.14,0.03,0.04,0.35,0.13,0.15,0.04,0.27,0.13,0.53,25082,0.19,0.14,0.86,0.06,0.19,0.03,0.31,0.61,0.04,0.45,3.137,0,0.698565564,1.8328,4,2,125,0.5362,0.9552,6,0.1616,0.7848,0.22,2,
36047028200,1,3226,0.45,0,0,0.5,0,0.02,0.02,0.06,0.46,0.54,0.81,0.19,0.06,0.02,0.3,0.11,0.26,0.13,0.11,0.23,0.19,41974,0.09,0.09,0.91,0.07,0.11,0,0.47,0.47,0.09,0.31,3.302,0,0.605139077,0.8089,4,1,41,0.4784,0.5687,0,0.0280,0.1088,0.2,1,
36047028300,1,4150,0.19,0.58,0.003,0.02,0,0.15,0.06,0.41,0.78,0.22,0.88,0.12,0.04,0.04,0.28,0.21,0.12,0,0.29,0.14,0.36,32917,0.23,0.1,0.9,0,0.16,0,0.37,0.62,0.03,0.44,3.165,0,0.773574678,2.5805,5,3,132,0.4978,0.9443,4,0.0923,0.5491,0.16,1,
36047028400,1,3662,0.55,0.01,0,0.33,0,0.1,0,0.11,0.37,0.63,0.69,0.31,0.06,0.07,0.27,0.09,0.24,0.08,0.2,0.32,0.21,51849,0.14,0.19,0.81,0,0.3,0,0.35,0.51,0.08,0.3,2.99,0,1.139810245,1.2289,4,1,62,0.4242,0.7844,1,0.1270,0.5458,0.16,1,
36047028501,1,293,0.61,0.07,0,0,0,0.32,0,0.37,0.88,0.12,1,0,0,0,0.17,0.13,0.29,0.25,0.16,0.09,0.12,84861,0.11,0.24,0.76,0,0.29,0,0.52,0.26,0.03,0.21,3.041,0,1.17003726,3.6091,5,10,52,0.3762,0.5507,1,0.0033,0.0627,0.22,2,
36047028502,1,2626,0.11,0.59,0,0.04,0,0.25,0.02,0.43,0.86,0.14,0.93,0.07,0.04,0.12,0.28,0.14,0.07,0.02,0.34,0.12,0.5,15135,0.28,0.05,0.95,0,0.09,0,0.27,0.76,0.08,0.45,3.077,0,0.975402703,3.0675,5,0,93,0.472,0.9814,9,0.0000,0.0099,0.22,2,
36047028600,1,4692,0.53,0.05,0,0.27,0,0.14,0.01,0.2,0.5,0.5,0.8,0.2,0.03,0.03,0.26,0.12,0.28,0.16,0.12,0.39,0.24,43828,0.04,0.16,0.84,0,0.26,0,0.4,0.54,0.02,0.3,3.352,0,0.38731643,0.8157,4,1,60,0.4965,0.7085,1,0.1039,0.4089,0.2,1,
36047028700,1,2774,0.2,0.68,0,0.08,0.003,0.03,0,0.19,0.75,0.25,0.9,0.1,0.01,0.05,0.43,0.16,0.2,0.04,0.11,0.12,0.26,30755,0.12,0.18,0.82,0.08,0.24,0,0.42,0.49,0.03,0.29,3.047,0,0.933979108,2.8619,5,4,132,0.5332,0.8896,0,0.0940,0.2523,0.16,1,
36047028800,1,3495,0.44,0,0,0.35,0,0.2,0.01,0.21,0.29,0.71,0.6,0.4,0.04,0.08,0.33,0.07,0.25,0.1,0.13,0.49,0.22,41786,0.06,0.21,0.79,0.06,0.28,0.05,0.4,0.42,0.04,0.26,2.959,0,1.118129933,1.0497,4,1,39,0.4701,0.7118,1,0.0511,0.3116,0.2,1,
36047028900,1,3408,0.16,0.7,0,0.02,0,0.09,0.02,0.23,0.78,0.22,0.89,0.11,0.02,0,0.25,0.17,0.26,0.07,0.21,0.1,0.29,39570,0.26,0.14,0.86,0,0.22,0,0.46,0.45,0.03,0.3,3.031,0,0.946268414,1.4555,4,3,125,0.4706,0.942,3,0.1204,0.6018,0.22,2,
36047029000,1,4017,0.67,0,0,0.24,0,0.08,0,0.11,0.4,0.6,0.81,0.19,0.01,0.02,0.32,0.1,0.34,0.08,0.13,0.45,0.21,45179,0.1,0.11,0.89,0,0.16,0.01,0.48,0.47,0.05,0.28,2.92,0,1.131328344,1.094,4,0,77,0.4271,0.6914,2,0.0610,0.4287,0.2,1,
36047029100,1,2843,0.15,0.78,0.012,0.01,0,0.05,0.01,0.12,0.86,0.14,0.97,0.03,0.03,0.05,0.35,0.16,0.27,0.04,0.11,0.01,0.14,35521,0.21,0.15,0.85,0.06,0.19,0.09,0.55,0.36,0.03,0.18,3.04,0,0.98669206,0.6455,4,2,93,0.5156,0.8282,1,0.0973,0.4930,0.22,2,
36047029200,1,2540,0.6,0.03,0,0.27,0,0.08,0.01,0.16,0.39,0.61,0.75,0.25,0.07,0.06,0.23,0.08,0.27,0.08,0.2,0.43,0.21,42740,0.09,0.14,0.86,0,0.21,0,0.47,0.45,0.03,0.24,3.356,0,0.495852521,0.6047,4,2,78,0.4898,0.7913,2,0.0758,0.3726,0.2,1,
36047029300,1,3426,0.12,0.7,0.015,0,0,0.08,0.08,0.23,0.89,0.11,0.97,0.03,0.02,0.02,0.32,0.17,0.22,0.1,0.15,0.05,0.28,30479,0.2,0.1,0.9,0.07,0.14,0,0.47,0.52,0.09,0.29,3.011,0,0.934049022,0.3712,3,1,93,0.5106,0.8822,2,0.0709,0.2655,0.22,2,
36047029400,1,2489,0.62,0.06,0,0.25,0,0.06,0.01,0.11,0.55,0.45,0.86,0.14,0.04,0.05,0.35,0.09,0.21,0.06,0.2,0.28,0.22,53625,0.11,0.15,0.85,0.1,0.23,0,0.42,0.51,0.07,0.16,3.298,0,0.478308987,0.2784,3,1,24,0.4113,0.9534,4,0.0148,0.0742,0.2,1,
36047029500,1,3803,0.19,0.73,0,0,0,0.04,0.04,0.09,0.8,0.2,0.89,0.11,0.01,0.04,0.25,0.13,0.32,0.18,0.07,0,0.24,54276,0.06,0.12,0.89,0.06,0.14,0.04,0.63,0.31,0.05,0.18,3.087,0,0.731013889,0.0514,3,1,76,0.4816,0.5223,0,0.0544,0.2852,0.22,2,
36047029600,1,5711,0.57,0.01,0.003,0.36,0,0,0.05,0.06,0.45,0.55,0.86,0.14,0.01,0.03,0.24,0.12,0.37,0.09,0.13,0.36,0.16,44875,0.09,0.08,0.92,0.01,0.11,0,0.54,0.45,0.07,0.26,2.939,0,0.956766516,0.8873,4,1,58,0.4918,0.7657,0,0.0280,0.1533,0.2,1,
36047029700,1,3969,0.08,0.8,0.005,0.04,0,0,0.07,0.06,0.9,0.1,0.97,0.03,0,0.04,0.25,0.16,0.27,0.14,0.12,0.03,0.32,50260,0.19,0.09,0.91,0.04,0.12,0,0.55,0.42,0.04,0.28,3.107,0,0.344128488,-0.1583,3,1,176,0.5318,0.77,2,0.1467,1.0437,0.22,2,
36047029800,1,3871,0.6,0,0,0.25,0,0.15,0,0.17,0.52,0.48,0.79,0.21,0.06,0.04,0.26,0.12,0.21,0.17,0.15,0.26,0.11,55938,0.06,0.16,0.85,0.02,0.24,0.04,0.5,0.41,0.07,0.24,2.808,0,1.214399671,1.2331,4,1,79,0.5287,0.6764,1,0.0511,0.1731,0.2,1,
36047029900,1,2663,0.02,0.83,0.002,0.03,0,0.1,0.02,0.15,0.78,0.22,0.89,0.11,0.06,0.04,0.35,0.15,0.11,0.04,0.26,0.08,0.47,22734,0.16,0.09,0.91,0,0.16,0,0.32,0.68,0.03,0.44,3.027,0,0.699569501,-0.2155,3,5,100,0.5014,0.9668,7,0.0544,0.2358,0.22,2,
36047030000,1,4048,0.37,0,0,0.55,0,0.08,0,0.13,0.39,0.61,0.72,0.28,0.06,0.02,0.23,0.11,0.24,0.1,0.23,0.37,0.15,64615,0.05,0.12,0.88,0.01,0.19,0,0.44,0.47,0.03,0.33,3.023,0,0.978426006,1.1318,4,1,51,0.4729,0.6786,2,0.0264,0.1336,0.2,1,
36047030100,1,2752,0.04,0.85,0,0.07,0,0.03,0.01,0.07,0.78,0.22,0.87,0.13,0.01,0.02,0.29,0.25,0.25,0.03,0.15,0,0.23,44911,0.19,0.1,0.9,0.03,0.15,0,0.47,0.52,0.07,0.34,2.98,0,1.024810265,1.736,4,2,119,0.476,0.8071,1,0.1154,0.5886,0.19,1,
36047030200,1,4355,0.32,0.01,0,0.61,0,0.04,0.01,0.08,0.44,0.56,0.8,0.2,0.06,0.06,0.29,0.1,0.28,0.06,0.16,0.32,0.16,60370,0.12,0.09,0.91,0,0.13,0.01,0.48,0.51,0.05,0.33,2.832,0,0.826754602,1.0206,4,1,40,0.4521,0.7552,1,0.0000,0.0016,0.2,1,
36047030300,1,5018,0.01,0.84,0.001,0.01,0,0.13,0.01,0.16,0.76,0.24,0.87,0.13,0.03,0.04,0.31,0.14,0.13,0.03,0.32,0.08,0.53,19696,0.17,0.11,0.89,0.03,0.19,0.03,0.31,0.63,0.07,0.46,3.003,0,0.84031467,1.1952,4,2,170,0.5045,0.9895,7,0.1599,0.6876,0.19,1,
36047030400,1,3742,0.56,0.01,0,0.41,0,0.01,0.01,0.07,0.43,0.57,0.81,0.19,0.05,0.04,0.21,0.12,0.27,0.08,0.24,0.35,0.21,37837,0.09,0.09,0.91,0.06,0.13,0.01,0.37,0.6,0.07,0.34,2.969,0,0.633318038,0.405,3,1,60,0.4652,0.8115,1,0.0313,0.1632,0.2,1,
36047030500,1,5951,0.42,0.39,0.004,0.07,0,0.08,0.04,0.15,0.78,0.22,0.92,0.08,0.01,0.02,0.18,0.1,0.41,0.2,0.09,0.05,0.19,65701,0.07,0.1,0.91,0.06,0.11,0,0.67,0.28,0.02,0.17,3.342,0,X,2.2168,5,2,149,0.4137,0.6196,0,0.1467,0.7832,0.28,3,
36047030600,1,2029,0.49,0,0,0.43,0,0.06,0.02,0.08,0.54,0.46,0.84,0.16,0.04,0.05,0.29,0.1,0.24,0.06,0.22,0.32,0.23,60132,0.08,0.11,0.89,0.05,0.16,0,0.43,0.53,0.04,0.37,2.677,0,0.753222226,1.2036,4,0,30,0.4696,0.8989,1,0.0000,0.0082,0.2,1,
36047030700,1,4304,0.03,0.79,0,0.01,0,0.16,0.01,0.23,0.75,0.25,0.9,0.1,0.03,0.04,0.28,0.21,0.17,0.04,0.23,0.06,0.37,24706,0.13,0.1,0.9,0.02,0.16,0,0.49,0.55,0.05,0.3,3.122,0,0.632908722,0.4166,3,2,183,0.4759,0.9478,7,0.0956,0.4040,0.22,2,
36047030800,1,1898,0.82,0.01,0,0.12,0,0.03,0.02,0.18,0.46,0.54,0.83,0.17,0.07,0.05,0.29,0.12,0.25,0.1,0.12,0.37,0.18,50189,0.07,0.17,0.83,0.07,0.24,0,0.56,0.37,0.04,0.15,2.753,0,0.664787877,-0.2625,3,2,72,0.4377,0.5495,1,0.0033,0.0181,0.2,1,
36047030900,1,2134,0.04,0.82,0,0.08,0,0.02,0.04,0.14,0.53,0.47,0.79,0.21,0.04,0.05,0.35,0.11,0.23,0.07,0.16,0.07,0.41,29375,0.11,0.17,0.84,0.02,0.26,0.06,0.34,0.57,0.03,0.44,3.004,0,0.280367574,0.5681,4,2,106,0.5348,0.8362,4,0.0791,0.2226,0.22,2,
36047031100,1,2805,0.1,0.82,0,0,0,0.06,0.02,0.15,0.69,0.31,0.86,0.14,0.03,0.05,0.23,0.23,0.28,0.08,0.1,0.08,0.29,41683,0.1,0.09,0.91,0.03,0.13,0,0.58,0.44,0.03,0.27,3.141,0,0.458008477,0.4314,3,3,96,0.4561,0.8127,1,0.2028,1.0322,0.22,2,
36047031300,1,4242,0.06,0.88,0,0.01,0,0.05,0.01,0.09,0.62,0.38,0.83,0.17,0.03,0.07,0.3,0.19,0.2,0.11,0.09,0.02,0.27,34817,0.08,0.12,0.88,0,0.16,0.03,0.57,0.39,0.03,0.21,3.111,0,0.497635769,1.0014,4,1,111,0.5392,0.7337,1,0.2885,1.0783,0.22,2,
36047031400,1,4409,0.76,0.02,0,0.21,0,0.01,0,0.08,0.6,0.4,0.91,0.09,0.04,0.02,0.28,0.15,0.25,0.11,0.14,0.3,0.21,40486,0.09,0.11,0.89,0.14,0.14,0,0.5,0.53,0.08,0.25,2.904,0,0.467712201,-0.3958,3,1,43,0.4912,0.7853,1,0.0099,0.1303,0.2,1,
36047031500,1,4798,0.23,0.66,0,0.01,0.014,0.03,0.04,0.08,0.61,0.39,0.76,0.24,0.02,0.03,0.24,0.12,0.33,0.15,0.11,0.02,0.26,54113,0.17,0.25,0.75,0.08,0.29,0,0.5,0.31,0.05,0.19,3.127,0,0.87679557,1.7799,4,3,193,0.4324,0.7576,2,0.3594,1.6769,0.28,3,
36047031701,1,3262,0.22,0.66,0.002,0.07,0,0.02,0.02,0.04,0.65,0.35,0.87,0.13,0.01,0.03,0.2,0.15,0.43,0.16,0.04,0.06,0.17,50205,0.09,0.13,0.87,0.03,0.17,0,0.71,0.26,0.01,0.13,3.145,0,0.733133603,2.2758,5,2,84,0.4861,0.7021,0,0.2325,0.9596,0.25,3,
36047031702,1,3857,0.22,0.61,0,0.04,0,0.1,0.03,0.18,0.67,0.33,0.85,0.15,0.01,0.05,0.22,0.18,0.33,0.14,0.09,0.05,0.19,53111,0.12,0.18,0.82,0,0.24,0.05,0.61,0.26,0.05,0.13,3.16,0,0.743583615,1.3912,4,2,122,0.4182,0.6574,0,0.0478,0.3463,0.25,3,
36047031900,1,3782,0.26,0.71,0,0,0,0.01,0.01,0.08,0.64,0.36,0.84,0.16,0.01,0.05,0.25,0.22,0.26,0.1,0.1,0.04,0.3,40744,0.2,0.15,0.85,0,0.26,0,0.51,0.44,0.03,0.27,3.168,0,0.851808884,0.2457,3,1,58,0.4009,0.7962,1,0.1303,0.6381,0.25,3,
36047032100,1,5897,0.17,0.74,0,0.03,0,0.05,0.01,0.12,0.53,0.47,0.77,0.23,0.04,0.13,0.21,0.2,0.27,0.1,0.05,0.12,0.23,41094,0.13,0.16,0.84,0.07,0.21,0,0.49,0.44,0.06,0.26,3.238,0,0.777037215,0.8383,4,1,133,0.5465,0.9524,1,0.5210,2.1649,0.25,3,
36047032300,1,3835,0.12,0.73,0,0.02,0,0.07,0.05,0.14,0.66,0.34,0.85,0.15,0.01,0.03,0.25,0.16,0.35,0.1,0.09,0.09,0.16,53851,0.17,0.16,0.84,0.03,0.22,0.01,0.57,0.33,0.02,0.21,3.231,0,0.620534868,0.8097,4,2,62,0.4431,0.6252,1,0.2176,1.1591,0.28,3,
36047032500,1,6446,0.09,0.86,0.016,0.01,0,0.02,0,0.08,0.65,0.35,0.88,0.12,0.04,0.05,0.27,0.25,0.18,0.1,0.12,0.05,0.18,43245,0.15,0.11,0.89,0.06,0.14,0,0.56,0.39,0.05,0.26,3.475,0,0.44238359,0.6966,4,1,134,0.4655,0.7457,2,0.2902,2.0116,0.28,3,
36047032600,1,6947,0.31,0.35,0.008,0.13,0,0.13,0.08,0.37,0.78,0.22,0.93,0.07,0.03,0.04,0.3,0.12,0.15,0.03,0.34,0.18,0.41,20833,0.22,0.09,0.91,0.05,0.12,0,0.32,0.66,0.02,0.49,2.403,0,0.714478409,-1.2637,2,1,261,0.5036,0.9633,6,0.2440,0.8739,0.26,3,
36047032700,1,2501,0.17,0.7,0.024,0.02,0,0.08,0.01,0.18,0.54,0.46,0.85,0.15,0.03,0.02,0.28,0.14,0.26,0.15,0.11,0.08,0.21,47153,0.12,0.11,0.89,0,0.16,0,0.54,0.46,0.09,0.22,3.402,0,0.581956359,-0.2829,3,4,80,0.4949,0.6834,0,0.1566,0.6266,0.28,3,
36047032800,1,2621,0.15,0.4,0.026,0.34,0,0.06,0.01,0.14,0.57,0.43,0.88,0.12,0.05,0.04,0.22,0.21,0.16,0.04,0.28,0.23,0.25,45357,0.2,0.07,0.93,0,0.1,0,0.48,0.49,0.08,0.3,2.354,0,0.508366608,-3.0402,1,2,68,0.6497,0.8651,3,0.1402,0.5227,0.26,3,
36047032900,1,5783,0.3,0.59,0,0,0.008,0.08,0.02,0.14,0.58,0.42,0.79,0.21,0.01,0.06,0.2,0.3,0.19,0.14,0.11,0.09,0.2,47578,0.23,0.14,0.86,0.09,0.18,0,0.51,0.42,0.02,0.27,3.424,0,0.956014921,0.1412,3,1,126,0.44,0.7828,3,0.2012,0.9184,0.25,3,
36047033000,0,4634,0.34,0.49,0.017,0.06,0,0.08,0.01,0.29,0.69,0.31,0.91,0.09,0.04,0.08,0.31,0.12,0.22,0.04,0.2,0.3,0.41,23007,0.28,0.08,0.92,0.05,0.11,0,0.31,0.69,0.03,0.47,2.353,0,0.482536612,-3.1499,1,0,128,0.5729,0.9505,6,0.0165,0.1055,0.26,3,
36047033100,1,4378,0.6,0.35,0,0,0,0.04,0.01,0.07,0.67,0.33,0.89,0.11,0.02,0.04,0.32,0.24,0.2,0.1,0.08,0.16,0.14,39301,0.13,0.12,0.88,0.03,0.18,0.02,0.49,0.52,0.04,0.32,3.249,0,0.921435893,0.3095,3,1,99,0.4485,0.7011,1,0.0693,0.4765,0.25,3,
36047033300,1,4719,0.67,0.29,0,0,0,0.02,0.02,0.03,0.74,0.26,0.91,0.09,0.01,0.04,0.25,0.2,0.3,0.15,0.04,0.1,0.15,44608,0.09,0.05,0.95,0.03,0.08,0,0.64,0.4,0.04,0.26,3.125,0,0.86326853,0.0942,3,0,42,0.4379,0.585,1,0.1303,0.4567,0.25,3,
36047033500,1,3115,0.64,0.27,0,0.04,0,0.02,0.02,0.09,0.72,0.28,0.87,0.13,0.01,0.04,0.25,0.16,0.31,0.17,0.06,0.05,0.16,61164,0.11,0.05,0.95,0.03,0.07,0.02,0.61,0.42,0.02,0.29,3.085,0,0.786071105,0.1201,3,0,53,0.4205,0.8195,2,0.0824,0.2885,0.25,3,
36047033600,1,4008,0.8,0.08,0,0.06,0,0,0.06,0.1,0.61,0.39,0.87,0.13,0,0.02,0.16,0.15,0.39,0.22,0.06,0.12,0.11,62649,0.11,0.12,0.88,0.07,0.16,0.03,0.45,0.49,0.05,0.33,2.203,1,0.937283862,-3.4153,1,0,26,0.4667,0.7712,0,0.0214,0.2028,0.26,3,
36047033700,1,3818,0.39,0.52,0,0.02,0,0.02,0.05,0.12,0.66,0.34,0.91,0.09,0.01,0.05,0.22,0.25,0.24,0.13,0.1,0.11,0.19,48114,0.1,0.18,0.83,0.06,0.27,0.04,0.48,0.4,0.05,0.25,3.094,0,0.681540625,0.0349,3,0,112,0.4488,0.8319,1,0.0693,0.3463,0.22,2,
36047033900,1,4495,0.17,0.72,0,0.03,0,0.04,0.04,0.08,0.61,0.39,0.78,0.22,0.01,0.05,0.31,0.27,0.17,0.09,0.11,0.06,0.32,34231,0.1,0.15,0.85,0,0.24,0,0.52,0.45,0.05,0.22,3.091,0,0.51617382,0.1681,3,2,77,0.4662,0.8562,0,0.1187,0.4947,0.22,2,
36047034000,1,2166,0.42,0.39,0,0.06,0,0.1,0.03,0.18,0.64,0.36,0.9,0.1,0.08,0.05,0.36,0.09,0.17,0.05,0.19,0.27,0.41,17574,0.18,0.06,0.94,0.07,0.11,0,0.22,0.78,0.05,0.33,2.212,0,0.875569903,-2.8656,1,0,17,0.4559,0.9868,9,0.0033,0.0148,0.26,3,
36047034100,1,2803,0.11,0.77,0,0,0,0.08,0.03,0.1,0.68,0.32,0.85,0.15,0.03,0.02,0.28,0.14,0.32,0.05,0.17,0.02,0.18,50417,0.05,0.17,0.83,0.15,0.2,0,0.62,0.35,0.03,0.13,3.017,0,0.2685947,1.0697,4,0,81,0.3981,0.7133,1,0.2078,0.8244,0.25,3,
36047034200,1,5748,0.39,0.4,0,0.05,0.003,0.16,0,0.23,0.67,0.33,0.96,0.04,0.08,0.04,0.33,0.14,0.24,0.05,0.13,0.38,0.41,16656,0.25,0.1,0.9,0.02,0.18,0.01,0.26,0.72,0.02,0.34,2.339,0,0.718695488,-2.9812,1,1,180,0.6073,0.9837,7,0.0775,0.9860,0.26,3,
36047034300,1,5097,0.04,0.65,0.012,0.04,0,0.24,0.02,0.32,0.76,0.24,0.89,0.11,0.02,0.04,0.25,0.1,0.2,0.07,0.32,0.15,0.29,25019,0.15,0.06,0.94,0.01,0.09,0,0.45,0.67,0.04,0.36,3.072,0,0.371257161,0.4434,4,1,117,0.5819,0.9625,2,0.0791,0.2918,0.22,2,
36047034500,1,2899,0.05,0.89,0,0.01,0,0.05,0,0.07,0.57,0.43,0.81,0.19,0.02,0.03,0.39,0.15,0.15,0.1,0.15,0.01,0.35,31701,0.16,0.28,0.72,0.19,0.35,0,0.38,0.42,0.05,0.27,3.041,0,0.440451448,0.3636,3,2,99,0.5027,0.8721,3,0.1006,0.4468,0.22,2,
36047034700,1,3326,0.02,0.89,0,0,0,0.08,0,0.15,0.64,0.36,0.84,0.16,0.03,0.02,0.35,0.22,0.14,0.06,0.18,0.05,0.35,29114,0.13,0.16,0.85,0.07,0.19,0.11,0.45,0.51,0.01,0.34,3.069,0,0.453802545,0.7282,4,3,122,0.4915,0.8564,1,0.1550,0.9629,0.22,2,
36047034800,1,2185,0.59,0.04,0.019,0.19,0,0.15,0,0.41,0.47,0.53,0.69,0.31,0.1,0.03,0.31,0.07,0.19,0.06,0.24,0.38,0.3,46346,0.12,0.2,0.8,0,0.27,0,0.41,0.42,0.01,0.32,2.912,0,X,-0.7224,3,6,119,0.4877,0.7946,2,0.0478,0.2193,0.26,3,
36047034900,1,5297,0.05,0.84,0.002,0.01,0,0.07,0.02,0.12,0.55,0.45,0.74,0.26,0.03,0.05,0.39,0.19,0.1,0.04,0.19,0.06,0.32,29754,0.09,0.2,0.8,0.09,0.25,0.08,0.45,0.48,0.03,0.29,3.155,0,0.239909733,0.0685,3,2,122,0.4742,0.8554,1,0.3413,1.6637,0.19,1,
36047035000,1,2806,0.97,0,0,0.02,0,0,0.02,0.01,0.31,0.69,0.92,0.08,0.01,0.01,0.3,0.12,0.35,0.16,0.05,0.48,0.22,30889,0.13,0.12,0.88,0,0.19,0,0.5,0.52,0.04,0.16,2.84,0,1.038334677,-1.2139,2,0,99,0.4206,0.5631,4,0.0000,0.0148,0.26,3,
36047035100,1,4437,0.16,0.65,0.002,0.02,0,0.1,0.07,0.13,0.43,0.57,0.75,0.25,0.03,0.06,0.41,0.16,0.13,0.05,0.17,0.25,0.38,24519,0.13,0.14,0.86,0.01,0.21,0.07,0.37,0.6,0.04,0.38,3.094,0,0.412965001,-0.0111,3,3,323,0.4802,0.9307,4,0.5276,2.1550,0.22,2,
36047035200,1,1035,0.69,0.2,0.006,0.01,0,0.09,0.01,0.16,0.58,0.42,0.89,0.11,0.08,0.04,0.29,0.09,0.16,0.05,0.28,0.67,0.52,11011,0,0,1,0,0,0,0.11,0.98,0.06,0.25,2.072,0,0.912514441,-1.1269,2,3,19,0.3457,0.8379,9,0.0082,0.0379,0.26,3,
36047035300,1,5140,0.22,0.63,0,0.02,0,0.1,0.03,0.14,0.51,0.49,0.78,0.22,0.01,0.07,0.26,0.17,0.27,0.06,0.17,0.12,0.22,39934,0.07,0.14,0.86,0.02,0.2,0,0.43,0.54,0.04,0.34,3.136,0,0.568928433,-0.438,3,2,125,0.5009,0.7985,1,0.6480,2.1699,0.22,2,
36047035400,1,5373,0.99,0.01,0,0,0,0,0.01,0.05,0.38,0.62,0.96,0.04,0.01,0,0.25,0.13,0.37,0.2,0.04,0.36,0.09,53158,0.08,0.04,0.96,0,0.07,0,0.68,0.46,0.1,0.07,3.324,0,0.977777273,0.2445,3,1,195,0.4734,0.3806,3,0.0016,0.0363,0.26,3,
36047035500,1,5620,0.11,0.8,0,0,0,0.08,0.01,0.12,0.62,0.38,0.83,0.17,0.01,0.05,0.25,0.24,0.22,0.09,0.15,0.06,0.22,39850,0.09,0.19,0.81,0.13,0.25,0,0.49,0.44,0.03,0.26,3.299,0,0.527337869,0.2159,3,1,100,0.4265,0.771,1,0.3545,1.4411,0.19,1,
