FIPS,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_access,Park_distance,Walkscore,Walkscore_percentile,Tob_retailer_per_1000,felony_per_1000,GINI,SVI_themes_total,SVI_flags,serious_housing_violations_per_1000,total_housing_violations_per_1000,Voter Turnout,Turnout quartile,
36047062800,1,5130,0.96,0,0,0.03,0,0.01,0,0.07,0.95,0.05,0.99,0.01,0,0,0.46,0.13,0.24,0.09,0.07,0,0.06,70260,0.13,0.04,0.96,0,0.06,0,0.84,0.25,0.07,0.04,2.487,1,0.825446661,X,X,1,50,0.44,0.3919,0,0.0082,0.0231,0.25,3,
36047063200,1,1458,0.86,0,0,0.11,0,0.02,0,0.05,0.76,0.24,0.98,0.02,0.01,0.02,0.27,0.17,0.36,0.1,0.06,0.05,0.08,60139,0.07,0.01,0.99,0.01,0.01,0,0.79,0.32,0.09,0.08,3.014,0,0.613027651,-1.316,2,0,9,0.4729,0.4235,2,0.0000,0.0016,0.24,2,
36047063600,1,1349,0.95,0,0.011,0.02,0,0.01,0.01,0.17,0.83,0.17,0.99,0.01,0,0.01,0.27,0.14,0.4,0.14,0.04,0.03,0.03,93214,0.1,0.02,0.98,0,0.03,0,0.81,0.33,0.03,0.13,2.647,0,1.443511681,-0.783,2,0,13,0.3687,0.2168,0,X,X,0.25,3,
36047063800,1,1649,0.74,0.01,0,0.24,0,0,0.01,0.03,0.67,0.33,0.92,0.08,0.01,0.03,0.28,0.14,0.32,0.16,0.07,0.13,0.02,69405,0.04,0.06,0.95,0,0.09,0,0.7,0.35,0.09,0.12,2.737,0,1.157700576,-0.5749,3,0,14,0.4319,0.2611,1,0.0000,0.0049,0.25,3,
36047064000,1,2017,0.72,0,0,0.24,0,0.02,0.01,0.08,0.7,0.3,0.93,0.07,0,0.04,0.25,0.15,0.22,0.21,0.12,0.15,0.18,97241,0.16,0.03,0.98,0,0.04,0,0.71,0.36,0.03,0.23,2.545,0,1.252231376,-0.5155,3,0,15,0.4095,0.637,1,0.0000,0.0000,0.25,3,
36047064200,1,2434,0.92,0,0,0.04,0,0.01,0.02,0.09,0.58,0.42,0.86,0.14,0.02,0.03,0.24,0.11,0.37,0.19,0.04,0.27,0.14,59732,0.04,0.08,0.92,0.01,0.13,0,0.68,0.31,0.04,0.13,2.614,0,1.563387239,-0.514,3,1,36,0.4917,0.5392,0,0.0346,0.2143,0.24,2,
36047064400,1,2814,0.74,0.01,0,0.2,0,0.04,0.01,0.12,0.73,0.27,0.94,0.06,0.03,0.03,0.29,0.17,0.3,0.13,0.06,0.11,0.13,83125,0.04,0.05,0.95,0.01,0.09,0,0.67,0.36,0.04,0.22,2.52,0,1.469629924,-0.6599,2,1,7,0.4673,0.4647,1,0.0033,0.0313,0.24,2,
36047064600,1,2402,0.92,0.02,0,0.04,0,0.01,0.01,0.13,0.86,0.14,0.98,0.02,0,0.01,0.28,0.15,0.3,0.2,0.05,0.02,0.05,89350,0.09,0.02,0.98,0.01,0.03,0,0.91,0.21,0.02,0.03,2.471,0,1.501166272,-0.3302,3,0,17,0.3798,0.2387,1,0.0016,0.0066,0.24,2,
36047064800,1,1918,0.55,0.32,0,0.07,0,0.04,0.02,0.14,0.69,0.31,0.92,0.08,0.01,0.02,0.4,0.16,0.27,0.07,0.07,0.11,0.06,63393,0.08,0.04,0.96,0.01,0.06,0,0.65,0.42,0.06,0.23,2.514,0,1.638134471,-0.2402,3,0,17,0.3689,0.65,1,0.0000,0.0016,0.24,2,
36047065000,1,1322,0.39,0.38,0,0.18,0,0.05,0,0.15,0.64,0.36,0.91,0.09,0.04,0.03,0.28,0.14,0.35,0.09,0.08,0.05,0.12,51339,0.05,0.03,0.97,0,0.05,0,0.69,0.36,0.12,0.14,2.527,0,1.662151972,-0.1789,3,4,22,0.4391,0.6118,0,0.0066,0.0214,0.24,2,
36047065200,1,1241,0.87,0.01,0,0.1,0,0,0.02,0.01,0.85,0.15,0.95,0.05,0.01,0.02,0.32,0.11,0.27,0.26,0.02,0.05,0.06,95368,0.03,0.02,0.98,0,0.03,0,0.79,0.3,0.04,0.12,2.497,0,1.709183784,0.5009,4,2,12,0.3932,0.0815,0,0.0000,0.0016,0.25,3,
36047065400,1,1765,0.81,0.02,0,0.1,0,0.01,0.06,0.04,0.88,0.12,0.99,0.01,0.01,0.03,0.3,0.24,0.27,0.12,0.04,0.04,0.06,89750,0.04,0.01,0.99,0,0.02,0,0.87,0.24,0.06,0.05,2.479,0,1.58728412,0.4245,4,1,14,0.4542,0.0809,0,0.0000,0.0000,0.25,3,
36047065600,1,1827,0.83,0.01,0,0.04,0,0.09,0.03,0.16,0.89,0.11,0.97,0.03,0,0.01,0.28,0.17,0.28,0.2,0.05,0.01,0.08,82250,0.06,0.04,0.96,0,0.06,0,0.75,0.3,0.06,0.13,2.487,0,1.454327331,-0.2298,3,1,16,0.4035,0.1295,0,X,X,0.25,3,
36047065800,1,1954,0.85,0.01,0,0.14,0,0,0,0.02,0.72,0.28,0.94,0.06,0,0.01,0.29,0.1,0.36,0.21,0.04,0.09,0.06,81932,0.07,0.04,0.97,0.02,0.05,0,0.83,0.29,0.07,0.05,2.717,0,1.139559435,0.4523,3,1,13,0.4318,0.3304,0,0.0000,0.0016,0.25,3,
36047066000,1,2058,0.83,0.01,0.012,0.13,0,0,0.01,0.08,0.84,0.16,0.97,0.03,0.01,0.01,0.29,0.22,0.29,0.16,0.02,0.05,0.01,87708,0.05,0.03,0.98,0.03,0.03,0,0.86,0.21,0.02,0.07,2.795,0,1.151775849,0.9915,4,0,12,0.4598,0.1551,0,X,X,0.25,3,
36047066200,1,1729,0.65,0,0,0.16,0,0.11,0.08,0.1,0.69,0.31,0.87,0.13,0.01,0.01,0.29,0.17,0.4,0.1,0.03,0.16,0.04,80893,0.08,0.05,0.95,0.03,0.07,0,0.7,0.35,0.04,0.2,2.675,0,1.168499387,0.404,3,2,24,0.3675,0.1706,0,0.0000,0.0000,0.25,3,
36047066600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,X,0,X,X,X,0,29,-,X,X,X,X,0.25,3,
36047067000,1,2763,0.25,0.57,0,0.04,0,0.1,0.04,0.16,0.64,0.36,0.89,0.11,0.03,0.02,0.33,0.19,0.24,0.08,0.1,0.06,0.1,60857,0.13,0.12,0.88,0.04,0.18,0.03,0.6,0.37,0.05,0.21,2.594,0,1.453196043,0.7901,4,1,82,0.4284,0.4342,0,0.0000,0.0198,0.25,3,
36047067200,1,1699,0.14,0.77,0,0,0,0.09,0,0.14,0.43,0.57,0.79,0.21,0.01,0.05,0.34,0.08,0.25,0.14,0.13,0.2,0.18,63571,0.12,0.17,0.83,0.14,0.2,0,0.5,0.37,0.03,0.27,2.497,0,1.972197842,0.1988,3,3,35,0.3549,0.6566,2,0.0066,0.0297,0.25,3,
36047067400,1,1938,0.23,0.69,0,0.05,0,0,0.03,0.1,0.56,0.44,0.87,0.13,0.03,0.03,0.37,0.17,0.27,0.08,0.06,0.15,0.04,81964,0.07,0.14,0.86,0,0.18,0.12,0.54,0.37,0.08,0.21,2.515,0,1.929481798,-0.1814,3,1,32,0.3674,0.3527,0,0.0066,0.0264,0.25,3,
36047067600,1,2057,0.14,0.82,0,0.04,0,0,0,0.09,0.53,0.47,0.87,0.13,0.01,0.04,0.23,0.23,0.25,0.14,0.11,0.07,0.05,75972,0.08,0.13,0.87,0.06,0.17,0,0.69,0.27,0.06,0.1,2.521,0,1.64440644,-0.8778,2,1,31,0.3388,0.2143,0,0.0066,0.0066,0.25,3,
36047067800,1,2392,0.1,0.88,0,0,0,0.02,0,0.02,0.47,0.53,0.89,0.11,0.01,0.05,0.28,0.15,0.37,0.08,0.06,0.1,0.05,81847,0.12,0.07,0.93,0,0.1,0,0.71,0.29,0.03,0.16,2.543,0,1.238089935,-1.4551,2,0,22,0.2963,0.5608,0,0.0033,0.0594,0.25,3,
36047068000,1,2155,0.13,0.83,0,0.03,0,0.01,0,0.12,0.54,0.46,0.76,0.24,0.01,0.01,0.39,0.14,0.24,0.12,0.08,0.09,0.24,69375,0.11,0.05,0.95,0.04,0.07,0,0.62,0.4,0.03,0.27,2.551,0,1.948938995,-0.8047,2,2,38,0.3662,0.6269,3,0.0033,0.0214,0.25,3,
36047068200,1,3037,0.22,0.69,0,0.02,0,0.07,0.01,0.16,0.56,0.44,0.84,0.16,0.02,0.02,0.32,0.13,0.28,0.1,0.12,0.09,0.04,78875,0.08,0.14,0.86,0.05,0.18,0.06,0.72,0.22,0.05,0.08,2.529,0,1.730064517,0.7764,4,1,25,0.396,0.3639,0,0.0264,0.0725,0.25,3,
36047068600,1,1660,0.51,0.33,0,0.1,0,0.01,0.04,0.09,0.68,0.32,0.95,0.05,0.04,0.03,0.32,0.21,0.2,0.14,0.07,0.09,0.08,51800,0.13,0.06,0.94,0,0.09,0.01,0.69,0.37,0.07,0.13,2.409,0,1.498455827,0.7871,4,1,48,0.4057,0.4932,1,0.0000,0.0016,0.25,3,
36047068800,1,1863,0.41,0.59,0,0,0,0,0,0.07,0.64,0.36,0.88,0.12,0,0.03,0.34,0.16,0.22,0.08,0.16,0.02,0.02,81750,0.11,0.14,0.86,0.13,0.14,0.19,0.7,0.21,0.05,0.08,2.426,0,1.690143273,0.7158,4,2,31,0.3454,0.4701,0,0.0033,0.0478,0.25,3,
36047069000,1,1801,0.19,0.67,0,0.04,0,0.02,0.08,0.07,0.54,0.46,0.91,0.09,0.02,0.05,0.16,0.23,0.25,0.23,0.06,0.06,0.08,78663,0.09,0.03,0.97,0,0.04,0,0.69,0.38,0.05,0.24,2.488,0,1.813743134,-0.5795,3,3,37,0.4378,0.2269,0,0.0148,0.0940,0.25,3,
36047069200,1,2842,0.12,0.79,0,0.04,0.002,0.03,0.02,0.06,0.62,0.38,0.87,0.13,0.01,0.03,0.29,0.2,0.3,0.12,0.05,0.07,0.05,84674,0.1,0.14,0.86,0.13,0.16,0,0.65,0.27,0.04,0.17,2.534,0,1.060258533,-1.5587,2,0,58,0.3353,0.3119,0,0.0033,0.0082,0.25,3,
36047069601,1,4032,0.52,0.42,0,0.02,0,0.02,0.02,0.13,0.59,0.41,0.89,0.11,0.03,0.02,0.28,0.17,0.33,0.1,0.07,0.1,0.16,53047,0.16,0.13,0.87,0.06,0.19,0,0.57,0.38,0.06,0.22,2.504,0,X,-1.8219,2,0,36,0.4221,0.6931,1,0.0231,0.0923,0.25,3,
36047069602,1,6667,0.58,0.27,0,0.06,0,0.08,0.01,0.18,0.65,0.35,0.91,0.09,0.04,0.01,0.29,0.19,0.3,0.14,0.04,0.1,0.1,89375,0.07,0.09,0.91,0.03,0.12,0,0.64,0.34,0.04,0.2,2.375,1,X,-3.1621,1,0,69,0.4226,0.2271,0,0.0132,0.0627,0.25,3,
36047069800,1,1448,0.83,0,0,0.12,0,0.04,0.01,0.1,0.75,0.25,0.93,0.07,0.05,0.01,0.28,0.14,0.36,0.13,0.03,0.12,0.06,73681,0.04,0.11,0.89,0,0.18,0,0.65,0.33,0.05,0.12,2.356,0,1.566807449,-0.3235,3,2,113,0.4068,0.2351,0,0.0000,0.0000,0.25,3,
36047070000,1,1798,0.98,0.02,0,0,0,0,0,0.03,0.81,0.19,0.97,0.03,0,0,0.4,0.16,0.27,0.13,0.03,0.07,0.07,66250,0.09,0.11,0.89,0.18,0.11,0,0.71,0.31,0.06,0.11,2.313,0,1.629683324,-4.5355,1,1,17,0.4889,0.2232,0,0.0016,0.0577,0.25,3,
36047070201,1,6015,0.89,0.02,0.003,0.03,0,0.05,0.01,0.09,0.63,0.37,0.98,0.02,0.01,0.02,0.24,0.18,0.29,0.17,0.09,0.14,0.07,59655,0.1,0.04,0.97,0,0.07,0,0.66,0.43,0.11,0.18,2.333,1,1.166395069,-2.7788,2,0,46,0.5249,0.2568,1,0.0115,0.0247,0.25,3,
36047070202,0,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.19,0.31,0.5,0,0,0,0,-,0,0,1,-,0,-,1,0,0,0,2.433,0,0.973831432,X,X,0,17,-,0,0,X,X,0.25,3,
36047070203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,X,0,X,-1.8547,0,0,x,-,X,X,X,X,0.25,3,
36047070600,1,2748,0.94,0.03,0,0.03,0,0,0,0.05,0.76,0.24,0.98,0.02,0.01,0.01,0.31,0.13,0.33,0.14,0.08,0.12,0.01,85515,0.08,0.06,0.94,0,0.1,0,0.77,0.3,0.08,0.06,2.366,0,1.529601639,X,X,0,24,0.4127,0.1116,0,X,X,0.25,3,
36047072000,1,1969,0.08,0.86,0,0.06,0,0,0,0.01,0.48,0.52,0.8,0.2,0.02,0.03,0.33,0.15,0.26,0.13,0.09,0.08,0.06,63000,0.11,0.1,0.9,0.03,0.15,0.02,0.55,0.4,0.05,0.22,2.647,0,0.983698445,-1.2286,2,1,66,0.3512,0.632,1,0.0115,0.0610,0.25,3,
36047072200,1,2896,0.03,0.93,0,0.01,0,0,0.02,0.03,0.49,0.51,0.9,0.1,0.01,0.02,0.33,0.15,0.26,0.11,0.11,0.05,0.14,61286,0.17,0.09,0.91,0.02,0.14,0,0.63,0.38,0.08,0.18,2.623,0,1.817043279,-0.7494,2,1,50,0.3754,0.6054,1,0.0214,0.1220,0.25,3,
36047072400,1,2038,0.03,0.94,0,0,0,0.02,0.01,0.05,0.48,0.52,0.89,0.11,0.01,0.04,0.27,0.22,0.25,0.11,0.11,0.04,0.06,76071,0.15,0.12,0.88,0.03,0.16,0.08,0.68,0.28,0.06,0.1,2.687,0,1.630842412,-0.7988,2,1,54,0.377,0.7279,1,0.0033,0.0231,0.25,3,
36047072600,1,2110,0.03,0.97,0,0,0,0,0,0.01,0.5,0.5,0.9,0.1,0,0,0.35,0.19,0.3,0.13,0.03,0.03,0.04,82961,0.14,0.1,0.9,0.09,0.12,0,0.72,0.25,0.06,0.1,2.63,0,1.631938025,-1.2082,2,0,43,0.3706,0.2535,1,0.0000,0.0016,0.25,3,
36047072800,1,4050,0.07,0.88,0,0.02,0,0.01,0.02,0.04,0.51,0.49,0.86,0.14,0.01,0.03,0.22,0.23,0.28,0.14,0.09,0.05,0.05,67102,0.08,0.12,0.88,0,0.17,0,0.65,0.3,0.06,0.14,2.754,0,1.745512579,-0.8663,2,1,49,0.4321,0.644,0,0.0165,0.1484,0.25,3,
36047073000,1,2550,0.07,0.85,0,0.02,0,0.02,0.04,0.06,0.51,0.49,0.91,0.09,0.02,0.09,0.24,0.2,0.28,0.13,0.04,0.02,0.05,93462,0.14,0.06,0.94,0.05,0.07,0,0.65,0.37,0.03,0.19,2.661,0,1.736357492,-0.7641,3,0,35,0.3994,0.5518,0,0.0099,0.0577,0.25,3,
36047073200,1,2858,0.03,0.9,0.006,0.03,0,0.02,0,0.03,0.57,0.43,0.9,0.1,0.02,0.04,0.31,0.23,0.21,0.12,0.08,0.04,0.07,74018,0.13,0.05,0.95,0.03,0.08,0,0.69,0.34,0.04,0.19,2.699,0,1.532955444,-0.7425,3,0,31,0.3607,0.5365,1,0.0066,0.0214,0.24,2,
36047073400,1,2357,0.04,0.91,0,0,0,0.02,0.03,0.05,0.53,0.47,0.89,0.11,0.03,0.01,0.26,0.2,0.32,0.15,0.04,0.01,0.04,84167,0.06,0.06,0.94,0.02,0.07,0.07,0.74,0.29,0.02,0.15,2.649,0,0.877099281,-0.6585,2,0,33,0.3799,0.1576,0,0.0099,0.0429,0.24,2,
36047073600,1,3624,0.1,0.66,0,0.12,0,0.1,0.02,0.13,0.46,0.54,0.81,0.19,0.03,0.03,0.33,0.18,0.25,0.08,0.1,0.1,0.21,60051,0.1,0.07,0.94,0.08,0.07,0,0.58,0.4,0.02,0.3,2.565,0,1.635472451,-0.6603,2,1,67,0.5158,0.7873,1,0.0610,0.3825,0.24,2,
36047073800,1,3583,0.29,0.61,0,0.04,0,0.06,0,0.11,0.57,0.43,0.82,0.18,0.02,0.03,0.29,0.16,0.27,0.1,0.13,0.2,0.18,55714,0.06,0.05,0.95,0,0.08,0,0.6,0.39,0.04,0.28,2.631,0,1.756100078,-0.7346,2,1,19,0.4853,0.5705,0,0.0297,0.1632,0.24,2,
36047074000,1,4264,0.09,0.66,0,0.17,0,0.05,0.02,0.09,0.51,0.49,0.82,0.18,0.03,0.02,0.35,0.17,0.27,0.06,0.1,0.25,0.14,60170,0.09,0.09,0.92,0.02,0.12,0,0.52,0.45,0.04,0.33,2.708,0,0.99872577,-0.465,3,1,81,0.4005,0.7547,1,0.1336,0.4089,0.24,2,
36047074200,1,3590,0.45,0.43,0.003,0.05,0,0.04,0.02,0.08,0.73,0.27,0.91,0.09,0.03,0.03,0.3,0.15,0.31,0.08,0.1,0.11,0.13,75952,0.07,0.04,0.96,0,0.07,0,0.68,0.36,0.02,0.24,2.615,0,1.69250367,-0.7262,2,1,45,0.3951,0.6726,0,0.0561,0.3215,0.24,3,
36047074400,1,2500,0.88,0.05,0,0.03,0,0.02,0.01,0.05,0.83,0.17,0.95,0.05,0.01,0.03,0.22,0.15,0.38,0.17,0.04,0.08,0.13,102125,0.06,0.03,0.97,0,0.05,0,0.82,0.2,0.01,0.14,2.536,0,1.886491343,-1.2303,2,0,11,0.4962,0.3129,1,0.0000,0.0082,0.24,3,
36047074600,1,2278,0.7,0.22,0,0.05,0,0,0.02,0.1,0.74,0.26,0.87,0.13,0.01,0.01,0.26,0.23,0.27,0.19,0.03,0.19,0.12,82188,0.06,0.05,0.95,0.01,0.08,0,0.67,0.37,0.04,0.22,2.517,0,1.753939542,-0.7563,2,2,34,0.4084,0.5617,1,0.0016,0.0247,0.24,3,
36047074800,1,1906,0.74,0.22,0,0,0,0.04,0,0.06,0.87,0.13,0.98,0.02,0,0.02,0.19,0.16,0.36,0.22,0.05,0.09,0.31,61667,0.06,0.02,0.98,0.01,0.04,0,0.79,0.24,0.04,0.13,2.493,0,1.972694866,-1.5607,2,1,26,0.5136,0.5101,1,0.0198,0.1385,0.24,3,
36047075000,1,2888,0.81,0.12,0,0.02,0,0.03,0.01,0.05,0.77,0.23,0.9,0.1,0.02,0.01,0.39,0.12,0.23,0.2,0.03,0.22,0.21,52774,0.09,0.07,0.93,0,0.11,0,0.59,0.42,0.04,0.27,2.574,0,1.902373156,-1.1001,2,1,26,0.4588,0.6456,1,0.0115,0.0725,0.24,3,
36047075200,1,1021,0.98,0.02,0,0,0,0,0,0,0.86,0.14,0.98,0.02,0.02,0.02,0.16,0.13,0.32,0.35,0.01,0.07,0.01,111429,0.07,0.03,0.97,0,0.06,0,0.84,0.27,0.08,0.04,2.504,0,2.165995134,-0.5834,3,0,9,0.4944,0.0786,1,X,X,0.24,3,
36047075400,1,1573,1,0,0,0,0,0,0,0,0.89,0.11,0.97,0.03,0.04,0.01,0.33,0.11,0.38,0.14,0,0.1,0.29,86389,0.07,0.01,0.99,0,0.02,0,0.69,0.41,0.04,0.25,2.478,0,2.071066291,-0.9428,2,0,18,0.3912,0.1106,0,0.0000,0.0000,0.33,4,
36047075600,1,1971,0.79,0.08,0,0.12,0,0.01,0.01,0.04,0.72,0.28,0.89,0.11,0,0.02,0.23,0.12,0.34,0.25,0.03,0.2,0.16,62935,0.06,0.05,0.95,0.01,0.09,0,0.78,0.26,0.04,0.12,2.493,0,1.756515468,-0.8578,2,1,31,0.454,0.4274,1,0.0049,0.0429,0.24,3,
36047075800,1,1841,0.85,0,0,0.04,0,0.09,0.02,0.09,0.59,0.41,0.87,0.13,0.02,0,0.16,0.14,0.4,0.24,0.04,0.27,0.07,84044,0.11,0.1,0.9,0.01,0.14,0.04,0.68,0.33,0.03,0.16,2.444,0,1.940630724,-0.1138,3,1,19,0.5249,0.2799,0,0.0264,0.1204,0.24,3,
36047076000,1,3013,0.88,0.01,0,0.07,0,0.03,0.01,0.04,0.61,0.39,0.88,0.12,0,0.01,0.18,0.18,0.31,0.22,0.1,0.41,0.2,41364,0.1,0.07,0.93,0.02,0.12,0,0.66,0.32,0.04,0.19,2.51,0,2.261107637,-0.5192,3,0,34,0.6094,0.6986,2,0.0577,0.4089,0.33,4,
36047076200,1,4875,0.55,0.06,0,0.22,0,0.17,0,0.23,0.54,0.46,0.76,0.24,0.05,0.01,0.21,0.1,0.29,0.16,0.17,0.3,0.32,46667,0.01,0.14,0.86,0.04,0.23,0,0.44,0.48,0.05,0.31,2.671,0,2.370860828,0.0282,3,0,28,0.5027,0.8263,2,0.1286,0.6925,0.33,4,
36047076400,1,4070,0.31,0.55,0,0.03,0,0.08,0.02,0.09,0.63,0.37,0.87,0.13,0.05,0.04,0.23,0.17,0.3,0.13,0.08,0.15,0.18,47364,0.11,0.15,0.85,0.02,0.21,0.09,0.51,0.4,0.05,0.25,2.885,0,2.133812886,-0.0551,3,0,19,0.4507,0.6918,1,0.2111,0.8673,0.31,4,
36047076600,1,2467,0.09,0.78,0,0.01,0,0.11,0.01,0.14,0.53,0.47,0.81,0.19,0.02,0.09,0.28,0.16,0.27,0.13,0.06,0.23,0.12,59926,0.07,0.1,0.9,0.05,0.14,0,0.57,0.38,0.04,0.22,2.782,0,2.107186921,0.24,3,0,30,0.4294,0.7807,2,0.0989,0.4947,0.24,3,
36047076800,1,3308,0.77,0.02,0,0.11,0,0.08,0.02,0.1,0.61,0.39,0.87,0.13,0.02,0.03,0.25,0.12,0.35,0.14,0.1,0.28,0.25,44858,0.1,0.1,0.9,0.03,0.16,0,0.44,0.51,0.04,0.34,2.702,0,X,-0.3399,3,1,74,0.5432,0.7203,0,0.0495,0.2490,0.33,4,
36047077000,1,3302,0.19,0.73,0,0.02,0,0.02,0.04,0.12,0.64,0.36,0.82,0.18,0.02,0.01,0.25,0.14,0.37,0.13,0.07,0.19,0.2,54732,0.12,0.08,0.92,0,0.11,0.05,0.59,0.4,0.01,0.29,2.842,0,1.462075351,0.614,4,1,33,0.4588,0.6632,1,0.1072,0.4254,0.24,3,
36047077200,1,2917,0.43,0.48,0.007,0.02,0,0.03,0.03,0.09,0.66,0.34,0.91,0.09,0.03,0.03,0.21,0.19,0.36,0.17,0.01,0.16,0.15,61117,0.05,0.04,0.96,0.03,0.06,0,0.72,0.32,0.04,0.17,2.736,0,1.668669776,-0.3014,3,0,64,0.4808,0.5627,0,0.0989,0.5326,0.24,3,
36047077400,1,3333,0.19,0.61,0,0.18,0.002,0.02,0.01,0.04,0.54,0.46,0.8,0.2,0.05,0.02,0.27,0.1,0.32,0.11,0.12,0.25,0.25,49125,0.04,0.05,0.95,0.02,0.07,0,0.48,0.5,0.01,0.39,2.762,0,1.554903018,-0.8956,2,3,51,0.3801,0.7521,1,0.0363,0.2754,0.24,3,
36047077600,1,3956,0.04,0.86,0,0.05,0,0.03,0.03,0.07,0.52,0.48,0.86,0.14,0.01,0.02,0.27,0.19,0.28,0.16,0.09,0.08,0.07,62529,0.09,0.07,0.93,0,0.1,0.02,0.68,0.35,0.04,0.18,2.867,0,1.088154769,-0.4992,3,0,93,0.3492,0.5283,1,0.0214,0.0742,0.24,3,
36047078000,1,2586,0.04,0.94,0,0,0,0.01,0.01,0.06,0.48,0.52,0.91,0.09,0.01,0.03,0.25,0.15,0.34,0.13,0.09,0.1,0.05,81299,0.09,0.05,0.95,0,0.07,0,0.68,0.38,0.04,0.19,2.913,0,0.918283911,-0.3192,3,0,37,0.3627,0.3123,1,0.0429,0.1204,0.25,3,
36047078200,1,4685,0.01,0.97,0,0.01,0,0.01,0,0.02,0.5,0.5,0.8,0.2,0.02,0.03,0.4,0.17,0.26,0.06,0.06,0.11,0.15,51975,0.06,0.09,0.91,0.02,0.12,0.05,0.57,0.44,0.04,0.28,2.898,0,0.490019776,0.0397,3,0,69,0.3881,0.7017,1,0.2325,1.0553,0.25,3,
36047078400,1,2806,0.02,0.92,0,0,0,0.03,0.02,0.05,0.57,0.43,0.85,0.15,0.01,0.03,0.3,0.13,0.27,0.22,0.05,0.09,0.09,93176,0.05,0.11,0.89,0.05,0.16,0,0.71,0.3,0.03,0.14,3.179,0,1.067698127,0.074,3,1,46,0.3977,0.4705,1,0.0363,0.1286,0.25,3,
36047078600,1,4893,0.06,0.69,0,0.06,0,0.17,0.03,0.17,0.5,0.5,0.76,0.24,0.01,0.04,0.29,0.15,0.22,0.08,0.21,0.17,0.19,42482,0.13,0.12,0.88,0.02,0.18,0.02,0.45,0.49,0.03,0.36,2.98,0,1.02791943,-0.3738,3,2,187,0.4185,0.8344,1,0.2094,1.0932,0.25,3,
36047078800,1,3237,0.03,0.88,0.006,0.01,0,0.05,0.02,0.1,0.42,0.58,0.72,0.28,0.03,0.01,0.48,0.18,0.22,0.03,0.06,0.22,0.2,40188,0.07,0.11,0.89,0.04,0.15,0,0.47,0.53,0.01,0.38,2.854,0,1.180288948,0.6067,4,2,129,0.484,0.7611,2,0.1204,0.5491,0.25,3,
36047079000,1,5288,0.02,0.89,0,0.02,0,0.05,0.02,0.06,0.49,0.51,0.79,0.21,0.02,0.03,0.41,0.18,0.17,0.08,0.12,0.09,0.14,47500,0.09,0.15,0.85,0.03,0.24,0.05,0.48,0.4,0.03,0.24,3.085,0,1.568986641,1.3012,4,2,125,0.4484,0.8148,1,0.5408,2.3430,0.24,3,
36047079200,1,3771,0.07,0.78,0,0,0,0.11,0.04,0.12,0.51,0.49,0.76,0.24,0.01,0.04,0.39,0.17,0.17,0.04,0.18,0.11,0.33,37295,0.17,0.19,0.81,0.05,0.28,0.05,0.32,0.58,0.05,0.39,3.255,0,1.628483656,1.5895,4,2,133,0.4347,0.9482,3,0.2341,1.0437,0.24,3,
36047079400,1,1964,0.01,0.98,0,0,0,0,0.01,0.05,0.45,0.55,0.8,0.2,0.02,0.06,0.48,0.13,0.19,0.03,0.09,0.1,0.21,45227,0.15,0.15,0.85,0.03,0.21,0.1,0.49,0.43,0.04,0.28,3.583,0,1.543229459,1.5102,4,6,180,0.4055,0.9016,4,0.0808,0.3265,0.24,3,
36047079601,1,4728,0.22,0.69,0,0.01,0,0.05,0.04,0.09,0.5,0.5,0.78,0.22,0.02,0.02,0.22,0.26,0.27,0.13,0.09,0.04,0.12,46450,0.11,0.12,0.88,0.03,0.15,0.03,0.58,0.33,0.03,0.21,4.81,0,X,-0.0626,3,1,81,0.4207,0.6778,1,0.2407,1.5417,0.25,3,
36047079602,1,4642,0.07,0.77,0,0.01,0,0.14,0.02,0.2,0.59,0.41,0.83,0.17,0.01,0.05,0.33,0.2,0.21,0.06,0.14,0.03,0.29,38227,0.11,0.11,0.89,0,0.17,0,0.48,0.47,0.02,0.35,8.314,0,X,0.6468,4,1,151,0.4326,0.815,3,0.3199,1.7808,0.25,3,
36047079801,1,2886,0.26,0.61,0,0.08,0,0.03,0.02,0.11,0.66,0.34,0.89,0.11,0.01,0.04,0.16,0.16,0.31,0.23,0.09,0.08,0.09,61250,0.16,0.1,0.9,0,0.14,0.03,0.65,0.37,0.04,0.18,3.759,0,X,-0.9429,2,1,50,0.4896,0.5804,1,0.1731,0.7651,0.25,3,
