FIPS,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_access,Park_distance,Walkscore,Walkscore_percentile,Tob_retailer_per_1000,felony_per_1000,GINI,SVI_themes_total,SVI_flags,serious_housing_violations_per_1000,total_housing_violations_per_1000,Voter Turnout,Turnout quartile,
36005000100,1,7503,0.12,0.63,0.002,0.02,0.000,0.21,0.01,0.30,0.84,0.16,0.88,0.12,0.01,0.10,0.26,0.13,0.01,0.01,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,3.174,1,X,0,0,0,89,-,0.1104,3,X,X,0.19,1,
36005000200,1,5251,0.43,0.25,0.000,0.03,0.000,0.24,0.05,0.75,0.68,0.32,0.87,0.13,0.02,0.05,0.31,0.19,0.21,0.06,0.16,0.23,0.16,70893,0.07,0.09,0.92,0.06,0.11,0.02,0.60,0.49,0.04,0.23,2.858,1,0.864919146,-2.9096,1,1,10,0.3903,0.7719,1,0.0234,0.0967,0.19,1,
36005000400,1,5980,0.43,0.34,0.003,0.01,0.000,0.19,0.03,0.65,0.77,0.23,0.91,0.09,0.01,0.01,0.22,0.26,0.28,0.09,0.13,0.07,0.12,76667,0.09,0.06,0.94,0.00,0.09,0.00,0.69,0.33,0.04,0.17,2.95,1,1.083607426,-2.7511,1,1,12,0.3644,0.6937,2,0.1700,0.3370,0.19,1,
36005001600,1,6056,0.43,0.36,0.000,0.00,0.000,0.19,0.02,0.67,0.64,0.36,0.81,0.19,0.04,0.03,0.31,0.20,0.15,0.04,0.22,0.25,0.29,31540,0.08,0.09,0.91,0.02,0.14,0.03,0.53,0.55,0.05,0.27,2.974,0,1.0243655,-2.2716,2,1,11,0.5018,0.9451,2,0.0410,0.1817,0.2,1,
36005001900,1,2682,0.17,0.37,0.000,0.02,0.000,0.40,0.05,0.54,0.79,0.21,0.87,0.13,0.03,0.03,0.22,0.25,0.21,0.07,0.19,0.14,0.35,39130,0.16,0.19,0.81,0.04,0.24,0.07,0.36,0.50,0.02,0.40,3.994,0,X,0.2115,3,1,59,0.426,0.9554,6,0.1084,0.5216,0.19,1,
36005002000,1,9131,0.33,0.45,0.018,0.03,0.000,0.16,0.02,0.61,0.76,0.24,0.90,0.10,0.02,0.03,0.35,0.12,0.14,0.02,0.33,0.20,0.52,17083,0.17,0.13,0.88,0.03,0.19,0.03,0.35,0.68,0.02,0.43,3.158,0,0.396163968,-2.9551,1,1,16,0.5345,0.9515,5,0.1201,0.7502,0.19,1,
36005002300,1,4824,0.18,0.41,0.020,0.00,0.000,0.37,0.03,0.63,0.85,0.15,0.93,0.07,0.05,0.04,0.33,0.14,0.07,0.02,0.36,0.29,0.48,16503,0.17,0.08,0.92,0.03,0.13,0.00,0.27,0.77,0.05,0.49,4.009,0,0.97427383,2.2933,5,0,21,0.4857,0.993,10,0.0000,0.0088,0.18,1,
36005002400,1,123,0.47,0.53,0.000,0.00,0.000,0.00,0.00,0.00,0.47,0.53,0.47,0.53,0.00,0.00,0.00,0.34,0.27,0.40,0.00,0.00,0.00,-,0.00,0.21,0.79,0.00,0.27,-,0.32,0.47,0.00,0.47,2.193,1,X,-2.0775,2,0,24,-,X,X,X,X,0.19,1,
36005002500,1,5651,0.16,0.21,0.000,0.03,0.000,0.57,0.03,0.78,0.67,0.33,0.75,0.25,0.05,0.03,0.26,0.17,0.09,0.03,0.36,0.31,0.49,21060,0.10,0.18,0.82,0.04,0.27,0.07,0.25,0.62,0.02,0.47,3.762,0,0.847746327,1.0111,4,3,20,0.4936,0.9631,9,0.7443,3.7011,0.18,1,
36005002701,1,3034,0.13,0.35,0.000,0.00,0.000,0.51,0.02,0.68,0.76,0.24,0.83,0.17,0.05,0.01,0.30,0.15,0.13,0.04,0.31,0.33,0.60,18409,0.15,0.13,0.87,0.04,0.21,0.07,0.25,0.67,0.01,0.56,3.928,0,0.844366015,0.1673,3,1,18,0.4527,0.9693,10,0.0498,0.3546,0.18,1,
36005002702,1,4684,0.15,0.36,0.012,0.00,0.000,0.47,0.01,0.69,0.76,0.24,0.85,0.15,0.07,0.02,0.26,0.15,0.11,0.00,0.38,0.26,0.50,16000,0.06,0.20,0.80,0.13,0.27,0.00,0.26,0.57,0.02,0.44,3.633,0,0.541033667,0.7429,4,3,18,0.4547,0.9893,10,0.1553,0.8850,0.18,1,
36005002800,1,5350,0.11,0.65,0.000,0.01,0.000,0.13,0.10,0.38,0.81,0.19,0.91,0.09,0.01,0.02,0.28,0.21,0.30,0.04,0.14,0.09,0.06,49180,0.12,0.06,0.95,0.00,0.08,0.02,0.63,0.42,0.05,0.18,3.668,0,0.765252534,-1.1216,2,1,17,0.3654,0.8208,2,0.0791,0.6740,0.19,1,
36005003100,1,1744,0.16,0.36,0.000,0.02,0.000,0.40,0.06,0.67,0.60,0.40,0.75,0.25,0.05,0.05,0.25,0.21,0.19,0.00,0.26,0.35,0.17,45101,0.07,0.17,0.83,0.16,0.20,0.00,0.41,0.45,0.03,0.35,3.471,0,0.660268603,1.5239,4,2,19,0.3947,0.8395,7,0.0791,0.5099,0.18,1,
36005003300,1,3855,0.12,0.35,0.023,0.00,0.000,0.49,0.02,0.62,0.73,0.27,0.85,0.15,0.06,0.04,0.23,0.12,0.16,0.01,0.37,0.23,0.57,20268,0.19,0.08,0.92,0.01,0.13,0.04,0.20,0.75,0.02,0.65,3.49,0,0.292214867,2.2416,5,1,25,0.4686,0.9703,9,0.3868,1.5736,0.18,1,
36005003500,1,3935,0.09,0.30,0.006,0.00,0.000,0.58,0.02,0.73,0.68,0.32,0.87,0.13,0.04,0.02,0.28,0.16,0.12,0.01,0.38,0.28,0.39,26066,0.09,0.15,0.85,0.08,0.21,0.03,0.33,0.60,0.03,0.42,3.502,0,0.274502476,2.6735,5,2,20,0.4514,0.981,6,0.2403,0.9670,0.18,1,
36005003700,1,279,0.32,0.22,0.000,0.00,0.000,0.47,0.00,0.58,0.84,0.16,0.94,0.06,0.08,0.02,0.47,0.09,0.12,0.02,0.20,0.06,0.39,-,0.11,0.03,0.97,0.00,0.03,0.00,0.45,0.58,0.05,0.40,3.328,0,0.006655112,3.8081,5,0,82,0.4664,0.7498,5,0.0176,0.1465,0.18,1,
36005003800,1,1246,0.41,0.41,0.000,0.01,0.000,0.15,0.01,0.59,0.86,0.14,0.94,0.06,0.02,0.07,0.33,0.25,0.14,0.05,0.13,0.13,0.34,30694,0.19,0.08,0.92,0.03,0.11,0.00,0.60,0.46,0.05,0.25,3.11,0,0.822688396,-2.3769,1,0,10,0.5504,0.861,2,0.0147,0.0733,0.2,1,
36005003900,1,6487,0.18,0.15,0.014,0.00,0.000,0.66,0.00,0.81,0.60,0.40,0.68,0.32,0.08,0.04,0.26,0.13,0.12,0.02,0.35,0.43,0.28,28537,0.08,0.32,0.68,0.03,0.48,0.00,0.28,0.47,0.04,0.32,3.698,0,0.753636825,2.8334,5,3,45,0.5188,0.9757,7,0.5245,2.2828,0.18,1,
36005004001,1,1489,0.25,0.11,0.000,0.19,0.000,0.41,0.05,0.57,0.67,0.33,0.90,0.10,0.07,0.03,0.24,0.23,0.22,0.02,0.19,0.10,0.19,49709,0.08,0.11,0.89,0.02,0.17,0.00,0.61,0.43,0.04,0.17,3.107,0,1.619813201,-0.2601,3,0,26,0.3862,0.7941,1,0.0234,0.0850,0.2,1,
36005004100,1,6208,0.16,0.27,0.000,0.00,0.000,0.50,0.06,0.80,0.77,0.23,0.91,0.09,0.06,0.02,0.25,0.15,0.11,0.01,0.39,0.32,0.52,18394,0.19,0.10,0.90,0.03,0.16,0.00,0.27,0.70,0.01,0.54,3.711,0,0.59283361,3.6158,5,1,29,0.4986,0.9907,10,0.1963,0.9729,0.18,1,
36005004200,1,7848,0.27,0.53,0.009,0.02,0.000,0.15,0.01,0.47,0.84,0.16,0.94,0.06,0.01,0.04,0.37,0.18,0.18,0.02,0.19,0.09,0.47,23250,0.22,0.06,0.94,0.03,0.08,0.00,0.43,0.65,0.05,0.41,3.445,0,X,-1.7594,2,1,22,0.4075,0.9243,7,0.0176,0.2139,0.2,1,
36005004300,1,6021,0.11,0.31,0.008,0.01,0.000,0.54,0.03,0.71,0.73,0.27,0.82,0.18,0.05,0.02,0.29,0.17,0.11,0.01,0.35,0.30,0.49,21551,0.16,0.15,0.86,0.05,0.21,0.02,0.28,0.61,0.01,0.47,3.634,0,0.332241184,3.8399,5,2,33,0.4991,0.9697,8,0.6212,1.9253,0.18,1,
36005004400,1,4827,0.13,0.39,0.005,0.03,0.000,0.41,0.04,0.62,0.82,0.18,0.91,0.09,0.04,0.04,0.26,0.20,0.12,0.01,0.33,0.16,0.38,20725,0.27,0.14,0.86,0.06,0.21,0.00,0.35,0.66,0.03,0.40,3.343,0,1.36581546,-1.2187,2,1,13,0.4299,0.992,7,0.0176,0.0850,0.2,1,
36005004600,1,1976,0.45,0.40,0.004,0.00,0.000,0.13,0.02,0.60,0.78,0.22,0.84,0.16,0.06,0.02,0.20,0.20,0.24,0.06,0.22,0.16,0.26,40625,0.11,0.07,0.93,0.01,0.11,0.03,0.46,0.66,0.02,0.37,3.415,0,0.77977625,-2.381,1,3,64,0.4629,0.8692,2,0.0234,0.2198,0.19,1,
36005004800,1,4504,0.15,0.25,0.005,0.00,0.000,0.53,0.07,0.76,0.56,0.44,0.64,0.36,0.06,0.04,0.26,0.17,0.13,0.02,0.32,0.28,0.30,30179,0.18,0.19,0.82,0.02,0.27,0.00,0.35,0.58,0.03,0.40,3.52,0,1.134050625,0.4495,3,1,22,0.425,0.9532,6,0.9172,4.1729,0.19,1,
36005005001,1,5181,0.10,0.34,0.014,0.00,0.000,0.46,0.08,0.65,0.66,0.34,0.75,0.25,0.03,0.02,0.19,0.19,0.14,0.05,0.38,0.23,0.39,27283,0.13,0.13,0.88,0.02,0.19,0.03,0.48,0.58,0.02,0.33,3.498,0,X,-0.9758,2,1,13,0.4944,0.9932,7,0.7971,3.9033,0.19,1,
36005005002,1,5687,0.15,0.25,0.028,0.01,0.000,0.52,0.03,0.70,0.45,0.55,0.58,0.42,0.04,0.01,0.20,0.18,0.15,0.02,0.39,0.39,0.44,28010,0.13,0.28,0.72,0.09,0.39,0.00,0.34,0.52,0.02,0.33,3.43,0,X,1.7818,4,2,17,0.4491,0.9641,7,0.7854,4.0059,0.19,1,
36005005100,1,5676,0.10,0.30,0.014,0.00,0.000,0.56,0.03,0.74,0.76,0.24,0.87,0.13,0.05,0.02,0.29,0.19,0.14,0.02,0.29,0.17,0.46,19657,0.14,0.07,0.93,0.00,0.13,0.00,0.31,0.70,0.01,0.54,3.942,0,X,3.4817,5,2,49,0.4647,0.9938,10,0.0410,0.1993,0.18,1,
36005005200,1,2368,0.18,0.27,0.015,0.00,0.000,0.48,0.06,0.72,0.63,0.37,0.79,0.21,0.06,0.05,0.28,0.28,0.10,0.02,0.21,0.21,0.48,18917,0.07,0.12,0.88,0.00,0.19,0.00,0.41,0.63,0.05,0.36,3.238,0,1.158401463,1.0581,4,2,18,0.598,0.9926,6,0.1495,0.5890,0.19,1,
36005005300,1,3866,0.12,0.51,0.009,0.00,0.000,0.32,0.04,0.48,0.80,0.20,0.88,0.12,0.03,0.04,0.24,0.17,0.18,0.04,0.31,0.19,0.60,15141,0.22,0.08,0.92,0.05,0.11,0.00,0.20,0.76,0.02,0.63,5.138,0,X,1.7834,4,0,20,0.4424,0.9542,8,0.0703,0.5158,0.2,1,
36005005400,1,6292,0.18,0.26,0.005,0.02,0.000,0.47,0.07,0.75,0.55,0.45,0.70,0.30,0.07,0.05,0.26,0.14,0.09,0.01,0.38,0.25,0.38,29857,0.10,0.23,0.78,0.02,0.33,0.00,0.31,0.55,0.03,0.40,3.092,0,1.178590563,2.5481,5,2,27,0.4775,0.9117,5,0.6886,3.0769,0.19,1,
36005005600,1,2614,0.15,0.28,0.000,0.02,0.000,0.49,0.05,0.64,0.63,0.37,0.83,0.17,0.05,0.06,0.33,0.16,0.09,0.01,0.31,0.29,0.39,18918,0.18,0.09,0.91,0.01,0.17,0.00,0.43,0.67,0.02,0.35,3.097,0,1.144099272,3.3816,5,2,17,0.531,0.9948,5,0.2491,1.0344,0.19,1,
36005005902,1,2746,0.17,0.25,0.000,0.01,0.000,0.49,0.08,0.74,0.54,0.46,0.75,0.25,0.01,0.02,0.23,0.20,0.21,0.10,0.22,0.29,0.41,29908,0.12,0.13,0.87,0.02,0.19,0.00,0.40,0.54,0.05,0.37,3.914,0,0.256203705,2.8605,5,1,8,0.459,0.8791,4,0.4923,2.5026,0.18,1,
36005006000,1,1269,0.13,0.20,0.000,0.02,0.000,0.65,0.00,0.76,0.56,0.44,0.76,0.24,0.06,0.03,0.18,0.22,0.21,0.05,0.27,0.12,0.33,39783,0.12,0.10,0.90,0.00,0.13,0.10,0.48,0.58,0.02,0.33,3.418,0,1.109495466,3.1388,5,2,32,0.4616,0.8032,2,0.0498,0.3223,0.2,1,
36005006100,1,3878,0.06,0.77,0.000,0.01,0.000,0.12,0.05,0.21,0.85,0.15,0.97,0.03,0.05,0.02,0.27,0.22,0.25,0.12,0.07,0.06,0.11,42713,0.15,0.09,0.91,0.11,0.13,0.00,0.70,0.44,0.03,0.11,3.748,0,0.438476465,4.4486,5,1,11,0.3568,0.6588,3,0.0147,0.2403,0.18,1,
36005006200,1,7386,0.12,0.39,0.011,0.02,0.000,0.42,0.04,0.68,0.71,0.29,0.79,0.21,0.12,0.04,0.21,0.14,0.07,0.01,0.41,0.26,0.36,24835,0.14,0.13,0.87,0.00,0.21,0.00,0.35,0.68,0.00,0.45,3.502,0,1.280536615,2.8437,5,1,18,0.4628,0.9701,7,0.2022,1.0960,0.2,1,
36005006300,1,4291,0.20,0.28,0.014,0.04,0.000,0.43,0.03,0.67,0.58,0.42,0.75,0.25,0.02,0.03,0.27,0.14,0.26,0.05,0.22,0.25,0.27,31926,0.11,0.15,0.85,0.00,0.21,0.00,0.39,0.52,0.03,0.40,3.75,0,X,3.4099,5,4,96,0.4666,0.9612,6,0.8088,4.1378,0.18,1,
36005006400,1,3266,0.22,0.35,0.009,0.06,0.000,0.31,0.05,0.53,0.67,0.33,0.89,0.11,0.02,0.02,0.34,0.16,0.20,0.03,0.22,0.15,0.38,27917,0.10,0.15,0.85,0.01,0.23,0.14,0.39,0.62,0.04,0.35,3.95,0,1.375206355,2.9146,5,1,15,0.4866,0.9645,2,0.2315,1.1077,0.2,1,
36005006500,1,5609,0.09,0.32,0.000,0.02,0.000,0.54,0.03,0.67,0.70,0.30,0.78,0.22,0.01,0.03,0.39,0.17,0.15,0.02,0.25,0.28,0.45,22365,0.11,0.17,0.84,0.03,0.25,0.00,0.23,0.64,0.03,0.51,3.697,0,0.647784214,3.9317,5,4,84,0.4892,0.9732,8,0.3985,1.7846,0.18,1,
36005006700,1,7597,0.05,0.32,0.011,0.00,0.010,0.58,0.03,0.65,0.67,0.33,0.77,0.23,0.07,0.02,0.22,0.13,0.08,0.02,0.46,0.36,0.50,20945,0.16,0.18,0.82,0.00,0.30,0.10,0.18,0.65,0.02,0.56,3.616,0,0.681372554,3.5154,5,2,27,0.6243,0.9829,10,0.5685,2.4528,0.18,1,
36005006800,1,3358,0.08,0.42,0.007,0.09,0.000,0.34,0.06,0.47,0.54,0.46,0.75,0.25,0.06,0.03,0.34,0.26,0.15,0.02,0.15,0.22,0.18,47863,0.13,0.20,0.81,0.03,0.30,0.05,0.50,0.41,0.04,0.25,3.653,0,1.36651743,1.5209,4,1,25,0.4035,0.8667,2,0.6066,1.8579,0.2,1,
36005006900,1,8672,0.10,0.41,0.002,0.02,0.000,0.43,0.04,0.56,0.69,0.31,0.86,0.14,0.04,0.02,0.20,0.19,0.17,0.10,0.29,0.24,0.42,26513,0.13,0.11,0.89,0.00,0.19,0.00,0.29,0.63,0.01,0.50,3.564,0,0.698519657,2.9885,5,1,17,0.5293,0.9998,10,0.1788,0.9114,0.18,1,
36005007000,1,4889,0.23,0.23,0.007,0.07,0.000,0.43,0.03,0.63,0.60,0.40,0.77,0.23,0.01,0.06,0.28,0.16,0.13,0.02,0.34,0.18,0.27,33412,0.13,0.14,0.87,0.01,0.22,0.03,0.39,0.60,0.04,0.38,3.163,0,1.554113751,0.4336,3,2,17,0.4451,0.9396,7,0.1495,0.8264,0.2,1,
36005007100,1,2544,0.12,0.37,0.003,0.02,0.000,0.45,0.03,0.64,0.76,0.24,0.93,0.07,0.02,0.02,0.22,0.24,0.23,0.06,0.21,0.17,0.26,37744,0.14,0.08,0.92,0.01,0.11,0.08,0.47,0.51,0.04,0.37,3.293,0,0.855578601,3.2714,5,0,76,0.4362,0.9377,3,0.0527,0.2256,0.18,1,
36005007200,1,5563,0.17,0.20,0.015,0.24,0.000,0.28,0.10,0.45,0.53,0.47,0.73,0.27,0.06,0.04,0.25,0.15,0.21,0.10,0.18,0.15,0.40,35032,0.09,0.15,0.85,0.02,0.23,0.01,0.50,0.54,0.02,0.29,3.349,0,1.659962379,0.0742,3,2,15,0.4455,0.8711,3,0.4952,2.5465,0.2,1,
36005007300,1,4046,0.07,0.42,0.001,0.00,0.010,0.48,0.02,0.57,0.67,0.33,0.76,0.24,0.04,0.05,0.25,0.19,0.09,0.01,0.37,0.25,0.54,19925,0.17,0.22,0.78,0.01,0.34,0.00,0.25,0.59,0.02,0.47,3.477,0,0.431533586,3.734,5,2,37,0.4714,0.9909,10,0.1465,0.9553,0.18,1,
36005007400,1,3701,0.38,0.32,0.000,0.00,0.000,0.27,0.03,0.66,0.81,0.19,0.94,0.06,0.06,0.03,0.26,0.23,0.22,0.05,0.15,0.08,0.25,39375,0.06,0.08,0.92,0.02,0.13,0.00,0.56,0.43,0.06,0.24,3.008,0,1.161557639,-2.2606,2,0,16,0.4269,0.8426,1,0.0557,0.2637,0.2,1,
36005007500,1,6043,0.08,0.47,0.026,0.00,0.000,0.39,0.03,0.56,0.86,0.14,0.94,0.06,0.04,0.04,0.26,0.23,0.19,0.03,0.21,0.12,0.31,26401,0.10,0.09,0.91,0.02,0.14,0.01,0.39,0.56,0.04,0.43,3.426,0,0.808056834,3.1508,5,1,23,0.4509,0.9763,7,0.1729,1.1575,0.19,1,
36005007600,1,5013,0.24,0.28,0.002,0.08,0.000,0.35,0.04,0.64,0.59,0.41,0.75,0.25,0.04,0.04,0.28,0.22,0.13,0.02,0.29,0.21,0.37,34778,0.12,0.19,0.81,0.05,0.27,0.03,0.40,0.56,0.02,0.36,3.621,0,X,2.4215,5,2,28,0.4654,0.8335,4,0.4044,1.9575,0.2,1,
36005007700,1,2040,0.15,0.26,0.004,0.00,0.000,0.56,0.03,0.72,0.61,0.39,0.79,0.21,0.03,0.01,0.33,0.15,0.13,0.04,0.30,0.23,0.35,30912,0.08,0.10,0.90,0.02,0.14,0.00,0.40,0.60,0.03,0.41,3.38,0,1.104693797,2.8619,5,3,39,0.4595,0.9627,6,0.0674,0.5421,0.19,1,
36005007800,1,6535,0.28,0.19,0.000,0.09,0.000,0.42,0.02,0.72,0.60,0.40,0.79,0.21,0.12,0.03,0.30,0.16,0.17,0.03,0.19,0.22,0.33,40083,0.11,0.20,0.80,0.08,0.28,0.02,0.38,0.52,0.03,0.33,3.555,0,1.694738893,-0.0316,3,2,17,0.4963,0.928,7,0.3751,1.9605,0.2,1,
36005007900,1,6693,0.09,0.29,0.000,0.00,0.006,0.60,0.02,0.73,0.69,0.31,0.81,0.19,0.03,0.04,0.37,0.09,0.11,0.03,0.34,0.32,0.44,25651,0.14,0.13,0.87,0.00,0.22,0.04,0.24,0.70,0.03,0.53,3.463,0,0.913669871,2.8934,5,2,24,0.5131,0.9899,11,0.3663,1.9224,0.18,1,
36005008300,1,6887,0.09,0.20,0.001,0.04,0.002,0.64,0.03,0.81,0.62,0.38,0.77,0.23,0.08,0.07,0.24,0.15,0.13,0.03,0.31,0.40,0.41,22704,0.13,0.13,0.87,0.01,0.20,0.05,0.27,0.64,0.01,0.52,3.498,0,1.125839251,1.9334,4,2,13,0.5293,0.9637,9,0.5773,2.8806,0.18,1,
36005008400,1,2528,0.31,0.38,0.000,0.06,0.000,0.21,0.04,0.63,0.75,0.25,0.94,0.06,0.03,0.03,0.23,0.25,0.26,0.08,0.11,0.08,0.09,66958,0.08,0.08,0.92,0.05,0.11,0.00,0.70,0.32,0.05,0.13,3.086,0,0.990709552,-2.9061,1,0,6,0.435,0.6227,1,0.1084,0.2843,0.2,1,
36005008500,1,6406,0.06,0.23,0.001,0.01,0.000,0.68,0.02,0.79,0.64,0.36,0.78,0.22,0.05,0.02,0.24,0.16,0.15,0.04,0.35,0.27,0.40,28403,0.16,0.22,0.78,0.06,0.31,0.04,0.27,0.54,0.02,0.40,3.414,0,1.315972422,2.1677,5,2,23,0.452,0.9992,7,0.2462,1.4154,0.19,1,
36005008600,1,3849,0.39,0.30,0.000,0.03,0.000,0.25,0.04,0.70,0.75,0.25,0.90,0.10,0.06,0.04,0.31,0.15,0.11,0.02,0.30,0.23,0.39,21747,0.13,0.12,0.88,0.00,0.19,0.00,0.42,0.66,0.04,0.33,3.091,0,1.124356618,-2.1995,2,0,24,0.4806,0.9433,7,0.0029,0.0029,0.2,1,
36005008700,1,6420,0.14,0.24,0.009,0.00,0.000,0.59,0.02,0.77,0.60,0.40,0.76,0.24,0.08,0.03,0.24,0.22,0.13,0.02,0.28,0.25,0.36,29152,0.06,0.19,0.81,0.09,0.26,0.00,0.33,0.52,0.02,0.40,3.332,0,1.299556995,2.2128,5,1,27,0.4634,0.9798,7,0.4952,2.6462,0.19,1,
36005008900,1,3323,0.16,0.29,0.017,0.01,0.000,0.52,0.01,0.79,0.70,0.30,0.81,0.19,0.05,0.04,0.30,0.15,0.13,0.01,0.31,0.31,0.28,26711,0.06,0.17,0.83,0.05,0.27,0.00,0.28,0.60,0.02,0.44,3.488,0,1.301688048,1.8102,4,2,33,0.4796,0.9928,11,0.0850,0.5480,0.19,1,
36005009000,1,3636,0.42,0.32,0.000,0.04,0.000,0.20,0.02,0.69,0.82,0.18,0.93,0.07,0.02,0.02,0.29,0.20,0.16,0.04,0.27,0.15,0.39,28631,0.15,0.09,0.91,0.00,0.14,0.03,0.51,0.58,0.04,0.29,2.755,0,X,-1.444,2,2,34,0.5971,0.8835,2,0.0088,0.0205,0.2,1,
36005009200,1,5975,0.18,0.18,0.001,0.14,0.000,0.42,0.08,0.61,0.65,0.35,0.82,0.18,0.03,0.02,0.35,0.16,0.20,0.06,0.17,0.18,0.21,38708,0.18,0.10,0.90,0.00,0.15,0.00,0.47,0.50,0.04,0.36,3.384,0,1.794718408,0.3296,3,2,15,0.501,0.8705,2,0.1201,0.7795,0.2,1,
36005009300,1,6601,0.12,0.31,0.005,0.00,0.000,0.54,0.03,0.70,0.58,0.42,0.69,0.31,0.09,0.05,0.25,0.18,0.16,0.03,0.24,0.24,0.41,30811,0.07,0.20,0.80,0.01,0.29,0.13,0.24,0.59,0.02,0.48,3.13,1,X,-0.2643,3,2,39,0.4511,0.9674,7,0.5509,2.9802,0.19,1,
36005009600,1,2597,0.18,0.23,0.004,0.19,0.000,0.37,0.02,0.54,0.68,0.32,0.86,0.14,0.05,0.04,0.27,0.17,0.22,0.06,0.20,0.15,0.16,47250,0.19,0.10,0.90,0.05,0.14,0.06,0.48,0.53,0.01,0.32,3.066,0,X,0.8614,4,2,20,0.4496,0.9946,4,0.0967,0.2784,0.2,1,
36005009800,1,5306,0.41,0.29,0.000,0.03,0.000,0.23,0.03,0.71,0.75,0.25,0.89,0.11,0.04,0.00,0.29,0.18,0.25,0.10,0.13,0.11,0.23,54007,0.14,0.07,0.93,0.05,0.10,0.00,0.58,0.48,0.07,0.25,3.465,0,1.361484882,-1.3419,2,1,14,0.4248,0.8218,0,0.0498,0.2755,0.2,1,
36005011000,1,151,0.00,0.00,0.000,0.00,0.000,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.14,0.22,0.50,0.00,0.14,0.23,0.21,-,0.13,0.00,1.00,0.00,0.00,-,0.81,0.30,0.00,0.19,2.878,1,0.951561559,-2.7639,2,0,79,0.3533,0.1192,1,0.0059,0.0176,0.29,3,
36005011502,1,4656,0.13,0.36,0.000,0.01,0.009,0.46,0.03,0.69,0.65,0.35,0.74,0.26,0.05,0.03,0.23,0.13,0.21,0.02,0.33,0.38,0.47,22321,0.15,0.14,0.86,0.01,0.24,0.05,0.27,0.67,0.03,0.51,3.453,0,1.103369741,0.493,4,2,39,0.5169,0.9981,12,0.4806,2.0484,0.19,1,
36005011700,1,1536,0.14,0.35,0.007,0.00,0.000,0.48,0.03,0.69,0.80,0.20,0.85,0.15,0.05,0.01,0.25,0.20,0.21,0.01,0.26,0.17,0.32,26500,0.13,0.15,0.85,0.00,0.24,0.00,0.36,0.58,0.03,0.42,3.09,0,X,-2.387,2,4,48,0.5107,0.9237,6,0.2579,1.3128,0.19,1,
36005011800,1,5267,0.80,0.02,0.000,0.05,0.002,0.10,0.03,0.22,0.89,0.11,0.95,0.05,0.01,0.03,0.34,0.18,0.25,0.12,0.07,0.05,0.11,85048,0.07,0.06,0.95,0.00,0.08,0.00,0.84,0.24,0.03,0.05,2.971,1,1.563568874,-1.0166,2,0,5,0.3912,0.4414,1,0.0234,0.0557,0.29,3,
36005011900,1,5179,0.11,0.36,0.007,0.01,0.000,0.50,0.03,0.67,0.66,0.34,0.79,0.21,0.14,0.03,0.31,0.13,0.11,0.02,0.26,0.30,0.35,23224,0.10,0.18,0.82,0.04,0.29,0.00,0.24,0.63,0.02,0.47,3.472,0,1.161399948,1.5404,4,2,29,0.5361,0.973,10,0.5363,2.6169,0.19,1,
36005012101,1,2875,0.14,0.30,0.004,0.01,0.000,0.52,0.02,0.69,0.62,0.38,0.74,0.26,0.12,0.03,0.32,0.13,0.15,0.03,0.22,0.23,0.38,29294,0.10,0.19,0.81,0.01,0.28,0.00,0.25,0.60,0.02,0.51,3.108,0,1.037403053,1.9792,4,1,21,0.3974,0.9342,8,0.3692,1.8257,0.19,1,
36005012102,1,1682,0.12,0.19,0.000,0.00,0.000,0.67,0.02,0.87,0.82,0.18,0.92,0.08,0.10,0.03,0.25,0.18,0.16,0.01,0.28,0.17,0.51,18692,0.16,0.09,0.91,0.00,0.14,0.00,0.14,0.78,0.04,0.67,3.523,0,1.11392839,1.601,4,4,16,0.4542,0.9303,9,0.3722,1.9224,0.19,1,
36005012300,1,3893,0.08,0.33,0.012,0.01,0.000,0.53,0.04,0.68,0.72,0.28,0.88,0.12,0.06,0.03,0.31,0.19,0.17,0.02,0.21,0.21,0.34,24474,0.05,0.10,0.90,0.02,0.14,0.00,0.38,0.56,0.03,0.39,3.434,0,0.925242377,1.9182,4,2,22,0.6265,0.9969,7,0.2051,1.1517,0.19,1,
36005012500,1,4311,0.12,0.30,0.009,0.02,0.000,0.50,0.07,0.66,0.67,0.33,0.80,0.20,0.08,0.03,0.29,0.16,0.16,0.02,0.24,0.20,0.39,28359,0.11,0.17,0.83,0.03,0.24,0.09,0.38,0.51,0.03,0.35,3.238,0,0.825843436,1.8243,4,2,17,0.4728,0.9462,6,0.2755,1.3539,0.19,1,
