FIPS,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_access,Park_distance,Walkscore,Walkscore_percentile,Tob_retailer_per_1000,felony_per_1000,GINI,SVI_themes_total,SVI_flags,serious_housing_violations_per_1000,total_housing_violations_per_1000,Voter Turnout,Turnout quartile,
36047070600,1,2588,0.93,0.04,0.000,0.02,0.000,0.00,0.00,0.02,0.77,0.23,0.98,0.02,0.03,0.01,0.29,0.12,0.31,0.16,0.09,0.13,0.02,88837,0.07,0.03,0.97,0.00,0.05,0.00,0.79,0.31,0.09,0.06,2.366,0,1.529601639,X,X,0,5,0.4127,0.1116,0,X,X,0.25,3,
36047072000,1,2182,0.08,0.81,0.000,0.08,0.000,0.02,0.02,0.03,0.50,0.50,0.82,0.18,0.02,0.04,0.30,0.12,0.28,0.12,0.12,0.06,0.08,64659,0.11,0.09,0.91,0.03,0.14,0.03,0.55,0.41,0.07,0.23,2.647,0,0.983698445,-1.2286,2,1,21,0.3512,0.632,1,0.0115,0.0610,0.25,3,
36047072200,1,2928,0.03,0.92,0.000,0.02,0.000,0.02,0.01,0.04,0.50,0.50,0.91,0.09,0.01,0.05,0.27,0.19,0.30,0.10,0.09,0.07,0.08,65305,0.16,0.07,0.93,0.02,0.12,0.00,0.66,0.37,0.07,0.15,2.623,0,1.817043279,-0.7494,2,1,19,0.3754,0.6054,1,0.0214,0.1220,0.25,3,
36047072400,1,2025,0.05,0.92,0.000,0.00,0.000,0.01,0.02,0.05,0.47,0.53,0.89,0.11,0.01,0.05,0.30,0.19,0.26,0.09,0.10,0.05,0.05,76500,0.11,0.08,0.92,0.02,0.11,0.06,0.68,0.34,0.07,0.13,2.687,0,1.630842412,-0.7988,2,1,23,0.377,0.7279,1,0.0033,0.0231,0.25,3,
36047072600,1,2159,0.03,0.91,0.000,0.00,0.000,0.06,0.00,0.10,0.51,0.49,0.90,0.10,0.01,0.01,0.33,0.15,0.32,0.11,0.07,0.07,0.03,82024,0.16,0.11,0.89,0.07,0.15,0.00,0.67,0.30,0.07,0.11,2.63,0,1.631938025,-1.2082,2,0,20,0.3706,0.2535,1,0.0000,0.0016,0.25,3,
36047072800,1,4107,0.07,0.90,0.000,0.02,0.000,0.01,0.00,0.05,0.52,0.48,0.87,0.13,0.01,0.02,0.23,0.26,0.29,0.16,0.04,0.04,0.05,61481,0.12,0.11,0.89,0.04,0.16,0.00,0.63,0.33,0.06,0.15,2.754,0,1.745512579,-0.8663,2,0,12,0.4321,0.644,0,0.0165,0.1484,0.25,3,
36047073000,1,2510,0.08,0.88,0.000,0.01,0.000,0.01,0.02,0.07,0.54,0.46,0.88,0.12,0.02,0.03,0.24,0.21,0.32,0.15,0.03,0.03,0.04,89219,0.13,0.08,0.92,0.04,0.10,0.05,0.65,0.37,0.02,0.21,2.661,0,1.736357492,-0.7641,3,1,14,0.3994,0.5518,0,0.0099,0.0577,0.25,3,
36047073200,1,2633,0.03,0.90,0.007,0.04,0.000,0.03,0.00,0.04,0.55,0.45,0.91,0.09,0.02,0.03,0.37,0.20,0.21,0.12,0.04,0.05,0.04,73580,0.10,0.04,0.96,0.00,0.06,0.00,0.67,0.39,0.04,0.20,2.699,0,1.532955444,-0.7425,3,0,12,0.3607,0.5365,1,0.0066,0.0214,0.24,2,
36047073400,1,2217,0.05,0.90,0.000,0.00,0.000,0.02,0.03,0.05,0.57,0.43,0.90,0.10,0.03,0.00,0.24,0.18,0.34,0.17,0.04,0.01,0.04,83542,0.06,0.06,0.94,0.03,0.06,0.07,0.81,0.25,0.01,0.09,2.649,0,0.877099281,-0.6585,2,0,10,0.3799,0.1576,0,0.0099,0.0429,0.24,2,
36047073600,1,3638,0.09,0.65,0.000,0.10,0.000,0.13,0.02,0.17,0.44,0.56,0.80,0.20,0.03,0.03,0.36,0.17,0.27,0.08,0.06,0.14,0.21,60353,0.09,0.07,0.93,0.06,0.08,0.00,0.62,0.38,0.02,0.26,2.565,0,1.635472451,-0.6603,2,1,12,0.5158,0.7873,1,0.0610,0.3825,0.24,2,
36047073800,1,3509,0.29,0.62,0.000,0.04,0.000,0.05,0.00,0.09,0.60,0.40,0.84,0.16,0.02,0.03,0.29,0.13,0.31,0.11,0.11,0.22,0.16,53571,0.05,0.03,0.97,0.00,0.05,0.00,0.68,0.35,0.02,0.24,2.631,0,1.756100078,-0.7346,2,1,6,0.4853,0.5705,0,0.0297,0.1632,0.24,2,
36047074000,1,4152,0.06,0.73,0.000,0.13,0.000,0.04,0.03,0.05,0.50,0.50,0.80,0.20,0.02,0.02,0.31,0.23,0.26,0.07,0.10,0.20,0.12,58646,0.08,0.09,0.91,0.03,0.12,0.00,0.54,0.42,0.05,0.31,2.708,0,0.99872577,-0.465,3,1,16,0.4005,0.7547,1,0.1336,0.4089,0.24,2,
36047074200,1,3491,0.44,0.43,0.003,0.05,0.000,0.05,0.02,0.09,0.73,0.27,0.91,0.09,0.02,0.03,0.30,0.17,0.30,0.08,0.09,0.11,0.11,77870,0.08,0.03,0.97,0.00,0.06,0.00,0.64,0.41,0.02,0.28,2.615,0,1.69250367,-0.7262,2,1,11,0.3951,0.6726,0,0.0561,0.3215,0.24,3,
36047074400,1,2748,0.87,0.05,0.000,0.03,0.000,0.02,0.02,0.04,0.83,0.17,0.95,0.05,0.02,0.03,0.18,0.17,0.40,0.17,0.04,0.06,0.11,103611,0.05,0.04,0.96,0.01,0.07,0.00,0.83,0.18,0.01,0.12,2.536,0,1.886491343,-1.2303,2,0,7,0.4962,0.3129,1,0.0000,0.0082,0.24,3,
36047074600,1,2363,0.80,0.13,0.000,0.04,0.000,0.00,0.03,0.06,0.78,0.22,0.94,0.06,0.01,0.02,0.23,0.25,0.27,0.19,0.02,0.14,0.12,85186,0.08,0.06,0.94,0.01,0.09,0.00,0.67,0.35,0.04,0.22,2.517,0,1.753939542,-0.7563,2,2,12,0.4084,0.5617,1,0.0016,0.0247,0.24,3,
36047074800,1,1863,0.75,0.23,0.000,0.01,0.000,0.01,0.00,0.04,0.86,0.14,0.98,0.02,0.01,0.02,0.24,0.21,0.31,0.19,0.02,0.05,0.26,72250,0.05,0.02,0.98,0.01,0.03,0.00,0.77,0.29,0.04,0.16,2.493,0,1.972694866,-1.5607,2,1,11,0.5136,0.5101,1,0.0198,0.1385,0.24,3,
36047075000,1,2827,0.81,0.10,0.000,0.05,0.000,0.03,0.01,0.05,0.76,0.24,0.88,0.12,0.03,0.01,0.40,0.13,0.21,0.20,0.01,0.19,0.20,52731,0.12,0.08,0.92,0.00,0.13,0.00,0.62,0.38,0.03,0.25,2.574,0,1.902373156,-1.1001,2,1,8,0.4588,0.6456,1,0.0115,0.0725,0.24,3,
36047075200,1,926,0.97,0.03,0.000,0.00,0.000,0.00,0.00,0.00,0.86,0.14,0.98,0.02,0.02,0.03,0.12,0.12,0.36,0.33,0.02,0.06,0.03,125750,0.05,0.04,0.96,0.00,0.07,0.00,0.82,0.30,0.09,0.04,2.504,0,2.165995134,-0.5834,3,0,15,0.4944,0.0786,1,X,X,0.24,3,
36047075400,1,1569,1.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.86,0.14,0.97,0.03,0.03,0.00,0.29,0.13,0.38,0.16,0.00,0.09,0.25,117885,0.07,0.01,0.99,0.00,0.02,0.00,0.63,0.49,0.03,0.32,2.478,0,2.071066291,-0.9428,2,0,10,0.3912,0.1106,0,0.0000,0.0000,0.33,4,
36047075600,1,2123,0.84,0.02,0.000,0.13,0.000,0.01,0.01,0.04,0.73,0.27,0.92,0.08,0.01,0.01,0.19,0.15,0.34,0.27,0.03,0.18,0.10,83026,0.06,0.06,0.94,0.01,0.10,0.00,0.76,0.27,0.03,0.13,2.493,0,1.756515468,-0.8578,2,0,8,0.454,0.4274,1,0.0049,0.0429,0.24,3,
36047075800,1,1765,0.92,0.00,0.000,0.04,0.000,0.02,0.02,0.03,0.68,0.32,0.95,0.05,0.03,0.01,0.15,0.11,0.44,0.22,0.04,0.24,0.04,84318,0.13,0.07,0.93,0.02,0.10,0.03,0.73,0.32,0.03,0.12,2.444,0,1.940630724,-0.1138,3,1,8,0.5249,0.2799,0,0.0264,0.1204,0.24,3,
36047076000,1,2956,0.84,0.03,0.000,0.09,0.000,0.03,0.01,0.05,0.60,0.40,0.89,0.11,0.02,0.01,0.18,0.18,0.31,0.21,0.10,0.39,0.23,42955,0.09,0.08,0.92,0.03,0.13,0.00,0.61,0.37,0.05,0.21,2.51,0,2.261107637,-0.5192,3,0,8,0.6094,0.6986,2,0.0577,0.4089,0.33,4,
36047076200,1,4721,0.51,0.17,0.000,0.18,0.000,0.13,0.00,0.17,0.48,0.52,0.75,0.25,0.08,0.01,0.18,0.13,0.33,0.13,0.13,0.30,0.29,44250,0.01,0.14,0.86,0.08,0.21,0.00,0.39,0.54,0.04,0.35,2.671,0,2.370860828,0.0282,3,0,6,0.5027,0.8263,2,0.1286,0.6925,0.33,4,
36047076400,1,3824,0.34,0.51,0.000,0.04,0.000,0.09,0.01,0.14,0.56,0.44,0.82,0.18,0.06,0.04,0.29,0.13,0.25,0.17,0.06,0.17,0.18,54636,0.06,0.15,0.85,0.09,0.19,0.09,0.48,0.44,0.04,0.28,2.885,0,2.133812886,-0.0551,3,0,7,0.4507,0.6918,1,0.2111,0.8673,0.31,4,
36047076600,1,2393,0.10,0.81,0.000,0.01,0.000,0.06,0.02,0.10,0.57,0.43,0.83,0.17,0.02,0.07,0.30,0.15,0.28,0.14,0.05,0.17,0.12,59653,0.07,0.10,0.90,0.05,0.13,0.00,0.61,0.33,0.05,0.20,2.782,0,2.107186921,0.24,3,0,14,0.4294,0.7807,2,0.0989,0.4947,0.24,3,
36047076800,1,3298,0.77,0.03,0.000,0.11,0.000,0.07,0.02,0.10,0.64,0.36,0.89,0.11,0.01,0.03,0.24,0.10,0.37,0.15,0.10,0.26,0.31,42500,0.11,0.15,0.85,0.11,0.20,0.00,0.45,0.47,0.04,0.30,2.702,0,X,-0.3399,3,1,17,0.5432,0.7203,0,0.0495,0.2490,0.33,4,
36047077000,1,3283,0.17,0.72,0.000,0.02,0.000,0.04,0.04,0.13,0.64,0.36,0.80,0.20,0.01,0.01,0.26,0.13,0.36,0.15,0.09,0.21,0.24,48611,0.10,0.05,0.95,0.00,0.08,0.04,0.57,0.44,0.02,0.33,2.842,0,1.462075351,0.614,4,2,16,0.4588,0.6632,1,0.1072,0.4254,0.24,3,
36047077200,1,3203,0.40,0.50,0.006,0.02,0.000,0.05,0.02,0.10,0.68,0.32,0.90,0.10,0.03,0.04,0.19,0.23,0.32,0.19,0.01,0.22,0.17,60518,0.05,0.05,0.95,0.06,0.05,0.00,0.72,0.32,0.04,0.17,2.736,0,1.668669776,-0.3014,3,0,20,0.4808,0.5627,0,0.0989,0.5326,0.24,3,
36047077400,1,3352,0.17,0.66,0.000,0.12,0.000,0.03,0.03,0.08,0.51,0.49,0.82,0.18,0.04,0.03,0.31,0.11,0.35,0.09,0.06,0.20,0.17,57022,0.04,0.05,0.96,0.03,0.06,0.00,0.53,0.45,0.01,0.37,2.762,0,1.554903018,-0.8956,2,2,18,0.3801,0.7521,1,0.0363,0.2754,0.24,3,
36047077600,1,3767,0.04,0.87,0.000,0.05,0.000,0.01,0.03,0.06,0.50,0.50,0.83,0.17,0.01,0.02,0.26,0.19,0.28,0.17,0.07,0.07,0.10,57000,0.09,0.07,0.94,0.00,0.10,0.01,0.65,0.38,0.06,0.20,2.867,0,1.088154769,-0.4992,3,1,18,0.3492,0.5283,1,0.0214,0.0742,0.24,3,
36047078000,1,2513,0.04,0.94,0.000,0.00,0.000,0.01,0.01,0.05,0.50,0.50,0.91,0.09,0.01,0.03,0.24,0.19,0.33,0.12,0.09,0.09,0.04,84159,0.08,0.06,0.95,0.05,0.07,0.00,0.70,0.35,0.05,0.15,2.913,0,0.918283911,-0.3192,3,0,16,0.3627,0.3123,1,0.0429,0.1204,0.25,3,
36047078200,1,5120,0.01,0.95,0.000,0.01,0.000,0.02,0.01,0.04,0.52,0.48,0.79,0.21,0.01,0.04,0.37,0.18,0.23,0.08,0.09,0.10,0.13,56618,0.06,0.12,0.89,0.02,0.16,0.08,0.51,0.46,0.03,0.31,2.898,0,0.490019776,0.0397,3,0,12,0.3881,0.7017,1,0.2325,1.0553,0.25,3,
36047078400,1,2661,0.04,0.90,0.000,0.01,0.000,0.04,0.02,0.07,0.52,0.48,0.85,0.15,0.01,0.04,0.32,0.17,0.26,0.14,0.06,0.06,0.09,79000,0.05,0.12,0.88,0.07,0.18,0.00,0.65,0.36,0.03,0.17,3.179,0,1.067698127,0.074,3,0,15,0.3977,0.4705,1,0.0363,0.1286,0.25,3,
36047078600,1,4994,0.08,0.71,0.000,0.06,0.000,0.12,0.03,0.14,0.47,0.53,0.78,0.22,0.01,0.04,0.32,0.17,0.21,0.08,0.17,0.17,0.20,45114,0.13,0.10,0.90,0.01,0.15,0.07,0.48,0.49,0.03,0.35,2.98,0,1.02791943,-0.3738,3,2,29,0.4185,0.8344,1,0.2094,1.0932,0.25,3,
36047078800,1,3114,0.05,0.88,0.006,0.01,0.000,0.04,0.02,0.13,0.40,0.60,0.71,0.29,0.03,0.01,0.50,0.19,0.18,0.04,0.05,0.21,0.21,33301,0.05,0.14,0.86,0.06,0.21,0.00,0.47,0.49,0.01,0.32,2.854,0,1.180288948,0.6067,4,1,40,0.484,0.7611,2,0.1204,0.5491,0.25,3,
36047079000,1,5154,0.02,0.90,0.000,0.02,0.000,0.02,0.02,0.05,0.45,0.55,0.77,0.23,0.02,0.03,0.42,0.20,0.17,0.07,0.09,0.12,0.14,41443,0.08,0.15,0.85,0.05,0.24,0.03,0.45,0.42,0.03,0.26,3.085,0,1.568986641,1.3012,4,1,25,0.4484,0.8148,1,0.5408,2.3430,0.24,3,
36047079200,1,3965,0.09,0.75,0.000,0.00,0.000,0.12,0.04,0.14,0.53,0.47,0.78,0.22,0.01,0.04,0.42,0.17,0.14,0.06,0.15,0.09,0.33,36982,0.16,0.19,0.81,0.04,0.28,0.04,0.34,0.56,0.04,0.39,3.255,0,1.628483656,1.5895,4,1,25,0.4347,0.9482,3,0.2341,1.0437,0.24,3,
36047079400,1,1904,0.01,0.97,0.000,0.00,0.000,0.00,0.02,0.03,0.37,0.63,0.74,0.26,0.04,0.06,0.44,0.13,0.20,0.03,0.10,0.11,0.25,36237,0.07,0.13,0.87,0.04,0.18,0.08,0.44,0.51,0.05,0.34,3.583,0,1.543229459,1.5102,4,5,64,0.4055,0.9016,4,0.0808,0.3265,0.24,3,
36047079601,1,4622,0.23,0.66,0.000,0.01,0.000,0.06,0.04,0.12,0.50,0.50,0.81,0.19,0.01,0.03,0.25,0.23,0.27,0.12,0.08,0.04,0.15,53289,0.10,0.11,0.89,0.00,0.15,0.03,0.59,0.33,0.03,0.19,4.81,0,X,-0.0626,3,1,26,0.4207,0.6778,1,0.2407,1.5417,0.25,3,
36047079602,1,4870,0.10,0.76,0.000,0.01,0.000,0.12,0.02,0.16,0.57,0.43,0.82,0.18,0.01,0.03,0.34,0.19,0.23,0.07,0.12,0.03,0.25,40000,0.11,0.09,0.91,0.00,0.14,0.00,0.50,0.45,0.04,0.32,8.314,0,X,0.6468,4,1,27,0.4326,0.815,3,0.3199,1.7808,0.25,3,
36047079801,1,3188,0.31,0.57,0.000,0.04,0.000,0.04,0.03,0.14,0.69,0.31,0.90,0.10,0.02,0.04,0.17,0.16,0.31,0.26,0.05,0.09,0.11,71272,0.12,0.09,0.91,0.04,0.12,0.02,0.63,0.32,0.05,0.19,3.759,0,X,-0.9429,2,1,13,0.4896,0.5804,1,0.1731,0.7651,0.25,3,
36047079802,1,5811,0.20,0.63,0.000,0.05,0.000,0.10,0.03,0.16,0.54,0.46,0.78,0.22,0.03,0.03,0.25,0.14,0.34,0.11,0.10,0.06,0.16,60696,0.11,0.20,0.81,0.09,0.23,0.11,0.54,0.31,0.03,0.21,4.206,0,X,-1.1884,2,0,13,0.3895,0.6825,3,0.2539,1.1229,0.25,3,
36047080000,1,3690,0.24,0.70,0.000,0.01,0.000,0.01,0.03,0.05,0.70,0.30,0.89,0.11,0.01,0.05,0.25,0.19,0.20,0.24,0.06,0.04,0.13,67981,0.09,0.10,0.90,0.05,0.15,0.00,0.68,0.29,0.05,0.12,3.409,0,0.899868173,-0.1286,3,1,20,0.5092,0.7459,0,0.1583,0.8525,0.25,3,
36047080200,1,5106,0.09,0.78,0.003,0.02,0.000,0.07,0.03,0.10,0.57,0.43,0.83,0.17,0.01,0.05,0.31,0.15,0.29,0.10,0.10,0.08,0.20,45030,0.12,0.11,0.89,0.05,0.15,0.00,0.53,0.42,0.08,0.23,3.91,0,1.07312806,0.4443,3,1,19,0.5041,0.8036,1,0.1979,1.1146,0.25,3,
36047080400,1,3173,0.10,0.82,0.005,0.05,0.000,0.02,0.01,0.04,0.54,0.46,0.78,0.22,0.04,0.08,0.30,0.19,0.23,0.06,0.10,0.02,0.21,32899,0.11,0.22,0.78,0.06,0.30,0.02,0.42,0.43,0.04,0.28,3.533,0,1.09048123,-0.2569,3,2,20,0.6064,0.8729,2,0.0577,0.3908,0.25,3,
36047080600,1,4125,0.46,0.50,0.000,0.02,0.000,0.01,0.00,0.03,0.61,0.39,0.82,0.18,0.01,0.04,0.30,0.23,0.16,0.15,0.12,0.10,0.32,39536,0.09,0.08,0.92,0.00,0.15,0.00,0.38,0.58,0.06,0.46,3.26,0,1.05157492,0.2083,3,1,16,0.425,0.8517,1,0.1006,0.4205,0.25,3,
36047080800,1,1321,0.08,0.65,0.000,0.13,0.000,0.11,0.02,0.15,0.54,0.46,0.78,0.22,0.06,0.01,0.34,0.13,0.09,0.03,0.33,0.47,0.69,9740,0.56,0.05,0.95,0.00,0.07,0.03,0.06,0.95,0.15,0.48,3.42,0,X,0.3683,3,0,93,0.31,0.9709,10,0.0016,0.0231,0.25,3,
36047081000,1,2235,0.17,0.78,0.000,0.01,0.000,0.01,0.02,0.02,0.67,0.33,0.92,0.08,0.01,0.01,0.34,0.26,0.25,0.10,0.04,0.03,0.20,43229,0.08,0.07,0.93,0.01,0.12,0.02,0.58,0.41,0.08,0.24,3.333,0,1.130977404,0.2108,3,1,17,0.4788,0.8045,0,0.0231,0.1105,0.25,3,
36047081400,1,2912,0.01,0.89,0.000,0.07,0.004,0.02,0.01,0.04,0.44,0.56,0.81,0.19,0.04,0.01,0.38,0.18,0.23,0.05,0.09,0.04,0.24,40705,0.13,0.13,0.87,0.00,0.21,0.04,0.50,0.44,0.09,0.24,5.761,0,1.355254603,0.9456,4,1,21,0.4629,0.8212,1,0.0478,0.2770,0.25,3,
36047081600,1,2627,0.02,0.84,0.000,0.05,0.000,0.05,0.04,0.10,0.42,0.58,0.79,0.21,0.01,0.03,0.42,0.18,0.17,0.09,0.09,0.07,0.23,41071,0.12,0.10,0.90,0.04,0.13,0.07,0.44,0.50,0.06,0.37,6.932,0,1.393073587,0.7012,4,1,26,0.4228,0.8538,2,0.0857,0.4864,0.25,3,
36047081800,1,4549,0.07,0.81,0.000,0.04,0.000,0.07,0.01,0.16,0.46,0.54,0.72,0.28,0.02,0.02,0.32,0.15,0.27,0.10,0.12,0.03,0.25,47378,0.06,0.10,0.90,0.01,0.14,0.08,0.50,0.46,0.02,0.34,8.124,0,1.381459721,0.9401,4,2,20,0.4241,0.855,2,0.1369,0.6381,0.25,3,
36047082000,1,4899,0.05,0.83,0.000,0.01,0.000,0.07,0.04,0.11,0.49,0.51,0.75,0.25,0.02,0.03,0.37,0.21,0.17,0.03,0.17,0.07,0.25,36921,0.14,0.15,0.86,0.01,0.22,0.07,0.41,0.50,0.03,0.36,7.166,0,1.339023101,1.0796,4,2,30,0.6111,0.8179,2,0.3529,1.6109,0.25,3,
36047082200,1,7479,0.06,0.86,0.000,0.02,0.000,0.03,0.03,0.10,0.50,0.50,0.78,0.22,0.01,0.03,0.35,0.21,0.20,0.07,0.13,0.08,0.17,41118,0.06,0.14,0.86,0.00,0.20,0.07,0.48,0.43,0.02,0.28,7.095,0,1.293700378,1.0664,4,1,11,0.4631,0.9033,0,0.4782,2.1385,0.25,3,
36047082400,1,4361,0.03,0.86,0.000,0.02,0.000,0.05,0.03,0.10,0.45,0.55,0.79,0.21,0.02,0.04,0.45,0.15,0.23,0.05,0.07,0.06,0.21,43155,0.14,0.17,0.83,0.02,0.25,0.05,0.41,0.46,0.03,0.35,3.685,0,1.480944104,1.5135,4,1,21,0.4638,0.7999,1,0.1550,0.6595,0.25,3,
36047082600,1,5081,0.06,0.87,0.005,0.00,0.000,0.04,0.02,0.06,0.48,0.52,0.81,0.19,0.02,0.04,0.29,0.26,0.22,0.06,0.12,0.10,0.15,44063,0.13,0.11,0.89,0.02,0.17,0.01,0.47,0.47,0.07,0.27,3.303,0,1.452416355,1.2887,4,1,20,0.467,0.8135,2,0.1665,1.0008,0.24,3,
36047082800,1,4135,0.04,0.87,0.004,0.01,0.000,0.06,0.02,0.12,0.51,0.49,0.81,0.19,0.02,0.01,0.34,0.16,0.27,0.09,0.11,0.09,0.14,49632,0.06,0.08,0.92,0.05,0.11,0.00,0.53,0.43,0.05,0.30,3.017,0,1.359319271,1.0468,4,2,31,0.3921,0.8001,1,0.2490,1.3553,0.24,3,
36047083000,1,6395,0.04,0.88,0.000,0.03,0.000,0.03,0.02,0.09,0.35,0.65,0.70,0.30,0.01,0.03,0.37,0.18,0.27,0.09,0.05,0.04,0.14,50606,0.05,0.13,0.87,0.06,0.17,0.08,0.42,0.50,0.04,0.37,3.07,0,0.941854405,0.2836,3,0,23,0.3969,0.7479,1,0.1467,0.8706,0.25,3,
36047083200,1,2412,0.03,0.95,0.000,0.01,0.000,0.01,0.00,0.02,0.47,0.53,0.84,0.16,0.02,0.02,0.32,0.22,0.25,0.10,0.08,0.01,0.04,63708,0.06,0.08,0.92,0.00,0.13,0.00,0.58,0.43,0.10,0.19,3.084,0,0.667703996,-0.4011,3,1,17,0.3589,0.6302,0,0.0297,0.1434,0.25,3,
36047083400,1,1524,0.04,0.92,0.000,0.00,0.000,0.00,0.03,0.01,0.49,0.51,0.91,0.09,0.01,0.02,0.29,0.29,0.28,0.07,0.03,0.01,0.17,56726,0.12,0.05,0.95,0.00,0.09,0.00,0.68,0.39,0.09,0.15,2.906,0,0.510058933,-0.5625,3,0,26,0.3659,0.3453,0,0.0099,0.0313,0.25,3,
36047083600,1,2109,0.01,0.96,0.004,0.01,0.000,0.00,0.02,0.01,0.47,0.53,0.86,0.14,0.01,0.03,0.40,0.14,0.28,0.08,0.06,0.05,0.10,67454,0.10,0.12,0.88,0.10,0.14,0.02,0.68,0.30,0.03,0.17,2.728,0,0.676375827,-1.2951,2,1,16,0.4365,0.6617,1,0.0148,0.0709,0.25,3,
36047083800,1,2339,0.04,0.95,0.000,0.00,0.000,0.01,0.00,0.03,0.50,0.50,0.90,0.10,0.03,0.03,0.33,0.19,0.27,0.07,0.07,0.02,0.06,53438,0.04,0.06,0.94,0.00,0.10,0.00,0.66,0.35,0.15,0.10,2.884,0,0.717349647,-1.1392,2,0,14,0.4013,0.4146,0,0.0181,0.0841,0.25,3,
36047084000,1,2472,0.05,0.85,0.000,0.01,0.000,0.07,0.01,0.10,0.52,0.48,0.89,0.11,0.02,0.07,0.34,0.24,0.21,0.06,0.05,0.11,0.07,51534,0.07,0.07,0.93,0.03,0.09,0.03,0.58,0.42,0.10,0.24,2.83,0,1.274293188,-0.4724,3,1,15,0.4074,0.7517,0,0.0148,0.1402,0.25,3,
36047084600,1,1770,0.05,0.89,0.011,0.00,0.000,0.03,0.01,0.06,0.44,0.56,0.83,0.17,0.00,0.06,0.39,0.20,0.22,0.09,0.04,0.06,0.15,53594,0.07,0.10,0.90,0.04,0.15,0.02,0.54,0.46,0.07,0.25,2.915,0,1.811756921,0.0352,3,1,19,0.4535,0.6002,2,0.0148,0.0214,0.25,3,
36047084800,1,1491,0.00,0.97,0.000,0.02,0.000,0.00,0.01,0.01,0.42,0.58,0.84,0.16,0.01,0.02,0.35,0.19,0.22,0.11,0.09,0.01,0.13,54120,0.08,0.11,0.90,0.04,0.16,0.00,0.59,0.39,0.11,0.15,3.014,0,1.404422418,-0.1431,3,3,25,0.4212,0.5648,1,0.0115,0.0643,0.25,3,
36047085000,1,1576,0.01,0.98,0.000,0.00,0.000,0.00,0.01,0.04,0.51,0.49,0.89,0.11,0.00,0.02,0.39,0.19,0.33,0.05,0.02,0.00,0.11,70208,0.07,0.09,0.91,0.03,0.13,0.02,0.67,0.34,0.04,0.17,2.994,0,1.23331311,-0.2484,3,0,25,0.3881,0.5646,1,0.0016,0.0066,0.25,3,
36047085200,1,8,0.00,1.00,0.000,0.00,0.000,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-,0.00,0.00,1.00,-,0.00,-,1.00,1.00,0.00,0.00,2.804,0,X,0.063,4,0,2000,-,X,X,X,X,0.25,3,
36047085400,1,2042,0.01,0.88,0.000,0.00,0.000,0.05,0.05,0.10,0.50,0.50,0.87,0.13,0.02,0.04,0.35,0.20,0.24,0.09,0.06,0.03,0.16,47763,0.06,0.06,0.94,0.00,0.11,0.00,0.48,0.52,0.08,0.36,3.032,0,1.21121642,0.0293,3,0,17,0.4032,0.5297,1,0.0148,0.0775,0.25,3,
36047085600,1,3174,0.01,0.90,0.000,0.01,0.000,0.06,0.02,0.09,0.36,0.64,0.74,0.26,0.01,0.03,0.37,0.18,0.21,0.09,0.12,0.08,0.11,49657,0.10,0.23,0.77,0.07,0.31,0.01,0.50,0.34,0.09,0.14,3.651,0,1.437490228,0.7414,4,1,18,0.3609,0.5408,1,0.0643,0.3660,0.25,3,
36047085800,1,2552,0.01,0.92,0.000,0.03,0.000,0.04,0.00,0.05,0.48,0.52,0.87,0.13,0.01,0.02,0.36,0.23,0.19,0.06,0.12,0.08,0.13,52344,0.04,0.09,0.91,0.06,0.13,0.04,0.53,0.45,0.08,0.24,3.631,0,1.424557598,0.7405,4,1,12,0.3755,0.7537,1,0.0264,0.1764,0.25,3,
36047086000,1,3710,0.01,0.91,0.000,0.02,0.000,0.05,0.02,0.13,0.45,0.55,0.79,0.21,0.02,0.02,0.41,0.17,0.18,0.05,0.15,0.03,0.17,51333,0.10,0.17,0.83,0.08,0.22,0.05,0.52,0.37,0.06,0.21,3.539,0,1.361095721,0.2273,3,1,11,0.4038,0.8175,1,0.2820,0.7931,0.25,3,
36047086200,1,2900,0.04,0.95,0.000,0.00,0.000,0.00,0.01,0.01,0.35,0.65,0.83,0.17,0.01,0.04,0.38,0.16,0.28,0.09,0.05,0.02,0.17,48750,0.09,0.15,0.85,0.13,0.18,0.00,0.57,0.33,0.08,0.20,3.528,0,1.342299996,0.3573,3,1,19,0.4904,0.7638,1,0.1946,0.7783,0.25,3,
36047086400,1,2239,0.01,0.97,0.000,0.00,0.000,0.03,0.00,0.07,0.48,0.52,0.82,0.18,0.00,0.01,0.40,0.19,0.26,0.06,0.08,0.03,0.17,41538,0.15,0.10,0.90,0.00,0.16,0.01,0.51,0.44,0.09,0.29,7.693,0,1.108775713,0.9558,4,1,15,0.4458,0.678,1,0.1022,0.2506,0.25,3,
