"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"11/21/2018","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/22/2018","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/23/2018","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/24/2018","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/25/2018","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/26/2018","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/27/2018","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/28/2018","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/29/2018","AQS","360130006","1","0.1","ppb","0","DUNKIRK","21","88.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"11/30/2018","AQS","360130006","1","1.1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/01/2018","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/02/2018","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/03/2018","AQS","360130006","1","0.5","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/04/2018","AQS","360130006","1","1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/05/2018","AQS","360130006","1","0.6","ppb","0","DUNKIRK","21","88.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/06/2018","AQS","360130006","1","0.8","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/07/2018","AQS","360130006","1","4.1","ppb","6","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/08/2018","AQS","360130006","1","1.2","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/09/2018","AQS","360130006","1","1.1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/10/2018","AQS","360130006","1","0.7","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/11/2018","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/12/2018","AQS","360130006","1","1","ppb","1","DUNKIRK","20","83.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/13/2018","AQS","360130006","1","1.1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/14/2018","AQS","360130006","1","1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/15/2018","AQS","360130006","1","0.9","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/16/2018","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/17/2018","AQS","360130006","1","0.8","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/18/2018","AQS","360130006","1","0.8","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/19/2018","AQS","360130006","1","2.9","ppb","3","DUNKIRK","22","92.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/20/2018","AQS","360130006","1","3.8","ppb","4","DUNKIRK","20","83.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/21/2018","AQS","360130006","1","0.1","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/22/2018","AQS","360130006","1","0.5","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/23/2018","AQS","360130006","1","0.4","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/24/2018","AQS","360130006","1","0.3","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/25/2018","AQS","360130006","1","2.7","ppb","3","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/26/2018","AQS","360130006","1","2.2","ppb","3","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/27/2018","AQS","360130006","1","0.1","ppb","0","DUNKIRK","20","83.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/28/2018","AQS","360130006","1","0.2","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/29/2018","AQS","360130006","1","1.6","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/30/2018","AQS","360130006","1","0","ppb","0","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"12/31/2018","AQS","360130006","1","1.1","ppb","1","DUNKIRK","24","100.0000","42401","Sulfur dioxide","27460","Jamestown-Dunkirk-Fredonia, NY","36","New York","013","Chautauqua","42.49963","-79.31881"
"01/01/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/02/2018","AQS","360270007","1","1.5","ppb","1","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/03/2018","AQS","360270007","1","9.7","ppb","13","MILLBROOK","18","75.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/04/2018","AQS","360270007","1","1.9","ppb","1","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/05/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/06/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/07/2018","AQS","360270007","1","2.8","ppb","3","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/08/2018","AQS","360270007","1","5.8","ppb","7","MILLBROOK","22","92.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/09/2018","AQS","360270007","1","3.4","ppb","4","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/10/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/11/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","20","83.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/12/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","20","83.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/13/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/14/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/15/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/16/2018","AQS","360270007","1","0.7","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/17/2018","AQS","360270007","1","0.7","ppb","0","MILLBROOK","22","92.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/18/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/19/2018","AQS","360270007","1","1","ppb","1","MILLBROOK","21","88.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/20/2018","AQS","360270007","1","1","ppb","1","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/21/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/22/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","22","92.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/23/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/24/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/25/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/26/2018","AQS","360270007","1","0.6","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/27/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/28/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/29/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","22","92.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/30/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"01/31/2018","AQS","360270007","1","0.5","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/01/2018","AQS","360270007","1","0.5","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/02/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/03/2018","AQS","360270007","1","0.8","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/04/2018","AQS","360270007","1","0.9","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/05/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","21","88.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/06/2018","AQS","360270007","1","1.1","ppb","1","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/07/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/08/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/09/2018","AQS","360270007","1","0.5","ppb","0","MILLBROOK","19","79.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/10/2018","AQS","360270007","1","0.5","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/11/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/12/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/13/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","21","88.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/14/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/15/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/16/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/17/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/18/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/19/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/20/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/21/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/22/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/23/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","21","88.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/24/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/25/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/26/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","23","96.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/27/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"02/28/2018","AQS","360270007","1","0.8","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/01/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/02/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","20","83.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/03/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","22","92.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/04/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/05/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","21","88.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/06/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","19","79.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/07/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/08/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","23","96.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/09/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/10/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/11/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/12/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/13/2018","AQS","360270007","1","0.1","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/14/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","21","88.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/15/2018","AQS","360270007","1","0.8","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/16/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/17/2018","AQS","360270007","1","0.5","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/18/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/19/2018","AQS","360270007","1","0.4","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/20/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/21/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/22/2018","AQS","360270007","1","0.7","ppb","0","MILLBROOK","20","83.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/23/2018","AQS","360270007","1","1.5","ppb","1","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/24/2018","AQS","360270007","1","2.7","ppb","3","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/25/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/26/2018","AQS","360270007","1","0.3","ppb","0","MILLBROOK","22","92.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/27/2018","AQS","360270007","1","0.5","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/28/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
"03/29/2018","AQS","360270007","1","0.2","ppb","0","MILLBROOK","24","100.0000","42401","Sulfur dioxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","027","Dutchess","41.78555","-73.74136"
