DATE,FIPS,AQI_CONC,AQI_UNITS,SITE_NAME,AQI_PARAMETER,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2017-01-01,36005,44.8,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-02,36005,36.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-03,36005,24.7,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-04,36005,24.3,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-05,36005,25.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-06,36005,20.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-07,36005,20.4,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-08,36005,19.5,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-09,36005,41.3,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-10,36005,50.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-11,36005,44.3,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-12,36005,33.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-13,36005,16.8,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-14,36005,45.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-15,36005,27.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-16,36005,37.7,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-17,36005,36.3,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-18,36005,24.7,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-19,36005,27.7,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-20,36005,30.6,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-21,36005,30.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-22,36005,25.4,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-23,36005,9.8,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-24,36005,22.1,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-25,36005,44.6,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-26,36005,38.5,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-27,36005,16.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-28,36005,21.7,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-29,36005,31.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-30,36005,27.4,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-01-31,36005,40.4,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-01,36005,55.5,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-02,36005,38.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-03,36005,20.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-04,36005,24.1,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-05,36005,37.1,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-06,36005,47.1,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-07,36005,40.8,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-08,36005,57.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-09,36005,11.3,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-10,36005,32.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-11,36005,49.6,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-12,36005,38.0,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-13,36005,24.7,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-14,36005,50.0,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-15,36005,58.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-16,36005,13.6,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-17,36005,24.8,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-18,36005,55.2,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-19,36005,30.5,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-20,36005,20.1,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
2017-02-21,36005,37.9,ppb,PFIZER LAB SITE,Nitrogen dioxide (NO2),Bronx,40.8679,-73.87809
